Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
0,0,0.453458,0.546542, 43.6601,0.620847,3.17766, 0.451816
1,0.488865,0.374015,0.13712, 20.6101,1.78815,10.3051, 0.326014
2,0.448164,0.250234,0.301601, 20.4684,2.09501,10.2342, 0.298316
3,0.539533,0.0179268,0.44254, 24.5217,16.3385,4.23491, 0.176108
4,0.25696,0.336938,0.406103, 27.6744,2.36333,3.45768, 0.171042
6,0.708439,0.132211,0.159351, 20.3103,2.70556,10.1552, 0.157615
7,0.253973,0.338292,0.407735, 27.8695,2.34076,3.36039, 0.169055
9,0.314292,0.175486,0.510222, 27.0257,3.32286,3.3915, 0.120273
10,0.227404,0.416504,0.356092, 28.2116,2.10051,3.45013, 0.119963
11,0.718591,0,0.281409, 20.0026,97.6539,10.0013, 0.109633
12,0.556208,0,0.443792, 24.2122,243.924,4.04899, 0.172841
13,0.738887,0,0.261113, 20.0012,120.212,10.0006, 0.101726
14,0.556151,0,0.443849, 24.1243,220.125,4.14325, 0.172824
15,0.739879,0,0.260121, 20.0016,106.734,10.0008, 0.101339
16,0.556168,0,0.443832, 24.2154,203.233,4.00885, 0.172829
17,0.740032,0,0.259968, 20.0016,117.902,10.0008, 0.10128
18,0.556166,0,0.443834, 24.2024,260.799,3.95188, 0.172828
19,0.742441,0,0.257559, 20.0023,96.2337,10.0012, 0.100341
20,0.556195,0,0.443805, 24.0619,217.378,4.24685, 0.172837
21,0.739382,0,0.260618, 20.0024,75.136,10.0012, 0.101533
22,0.556199,0,0.443801, 24.1082,214.137,4.14791, 0.172839
23,0.74048,0,0.25952, 20.0015,109.815,10.0007, 0.101105
24,0.556162,0,0.443838, 24.19,183.555,4.01662, 0.172827
25,0.740946,0,0.259054, 20.0034,72.8797,10.0017, 0.100924
26,0.556238,0,0.443762, 24.0342,218.758,4.40575, 0.172851
27,0.735288,0,0.264712, 20.0016,113.708,10.0008, 0.103128
28,0.556167,0,0.443833, 24.0376,245.965,4.18339, 0.172828
29,0.742638,0,0.257362, 20.0053,109.435,10.0027, 0.100265
30,0.556285,0,0.443715, 24.0779,214.405,4.1901, 0.172865
31,0.740512,0,0.259488, 20.0058,47.3806,10.0029, 0.101093
32,0.556285,0,0.443715, 24.2561,167.706,4.03227, 0.172865
33,0.737421,0,0.262579, 20.0014,112.528,10.0007, 0.102297
34,0.556157,0,0.443843, 24.0075,236.371,4.22485, 0.172826
35,0.742705,0,0.257295, 20.0052,92.1033,10.0026, 0.100238
36,0.556285,0,0.443715, 24.1042,203.363,4.12961, 0.172865
37,0.741266,0,0.258734, 20.0029,83.7888,10.0014, 0.100799
38,0.556218,0,0.443782, 24.1364,159.057,4.15093, 0.172844
39,0.739061,0,0.260939, 20.0027,65.9766,10.0014, 0.101658
