Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.1717,86.1769,10.0858, 0
-2,0,1, 0, 53.6036,0.330123,26.8018, 0
-1,0,0, 1, 25.0371,265.625,2.16954, 0
0,0,0.65868,0.34132, 23.0004,2.71868,11.5002, 0.313691
1,0,0.26021,0.73979, 28.2952,3.26719,14.1476, 0.259887
1,0,0.26021,0.73979, 41.1381,4.10146,5.07671, 0.210605
1,0.856198,0.143802,0, 23.4089,2.59211,11.7044, 0.0464749
2,0,0.311521,0.688479, 41.0134,4.52077,3.29471, 0.311134
2,0,0.26021,0.73979, 27.6493,4.25194,2.86866, 0.210605
2,0.357549,0.162012,0.480439, 22.1538,3.72943,11.0769, 0.142002
2,0.342101,0.171192,0.486707, 23.3779,2.50115,11.6889, 0.133809
3,0.35322,0.168299,0.478481, 27.2022,6.89559,2.64684, 0.138158
3,0.318154,0.177423,0.504423, 36.3992,6.4044,3.31057, 0.124442
3,0,0.0992373,0.900763, 32.8895,38.5476,10.2877, 0.0803193
3,0.764933,0,0.235067, 21.6791,15.205,10.8395, 0.0694301
4,0,0.26021,0.73979, 23.2464,2.70891,11.6232, 0.210605
4,0.466918,0.138713,0.394369, 26.1056,2.56306,13.0528, 0.116566
4,0.764933,0,0.235067, 21.2236,28.262,10.6118, 0.0694301
4,0.683312,0.0824053,0.234282, 24.9349,5.49651,12.4675, 0.0692483
5,0,0.26021,0.73979, 33.3895,4.18882,2.9281, 0.210605
5,0.358582,0.166903,0.474514, 22.0818,4.84671,11.0409, 0.140255
5,0.358582,0.166903,0.474514, 23.3582,3.95349,11.6791, 0.140255
5,0.764933,0,0.235067, 20.7104,37.7653,10.3552, 0.0694301
6,0.354417,0.167987,0.477596, 27.1524,4.53041,3.34504, 0.138626
6,0.317467,0.177602,0.504931, 26.8001,5.73584,2.58443, 0.124173
6,0.354417,0.167987,0.477596, 27.4989,2.6715,13.7494, 0.0733991
6,0.764933,0,0.235067, 21.9388,20.9079,10.9694, 0.0694301
7,0.40455,0.154942,0.440508, 23.5091,4.84841,11.7546, 0.0837815
7,0.671365,0.0855142,0.243121, 27.2946,9.041,4.90325, 0.0718609
7,0.764933,0,0.235067, 22.0128,5.31435,11.0064, 0.0694301
7,0.69804,0.078573,0.223387, 23.4894,2.51451,11.7447, 0.0689494
8,0.356618,0.167415,0.475968, 22.4119,5.68445,11.206, 0.139487
8,0.621956,0.0983709,0.279673, 22.2942,3.9508,11.1471, 0.0826648
8,0.360078,0.166514,0.473408, 23.8437,2.88943,11.9219, 0.0745713
8,0.764933,0,0.235067, 21.9077,5.14327,10.9539, 0.0694301
9,0.328281,0.174788,0.496931, 22.0634,3.12674,11.0317, 0.128403
9,0.32259,0.176269,0.501141, 26.1636,7.42334,3.3392, 0.126178
9,0.328281,0.174788,0.496931, 21.3896,3.84588,10.6948, 0.0821691
9,0.367865,0.164488,0.467647, 29.0606,5.19816,3.92713, 0.076184
10,0.314707,0.17832,0.506973, 21.9182,2.7411,10.9591, 0.123094
10,0.29589,0.183217,0.520894, 28.1388,3.96186,2.92888, 0.0740615
10,0.764933,0,0.235067, 21.9689,7.93105,10.9845, 0.0694301
10,0.69804,0.078573,0.223387, 21.7364,6.79794,10.8682, 0.0689494
11,0.309925,0.179565,0.510511, 21.8224,6.56181,10.9112, 0.121223
11,0.764933,0,0.235067, 22.2621,27.2324,11.1311, 0.0694301
11,0.69804,0.078573,0.223387, 21.745,3.60803,10.8725, 0.0689494
11,0.69804,0.078573,0.223387, 22.1334,10.4813,11.0667, 0.0689494
12,0.312057,0.17901,0.508933, 22.5353,5.55807,11.2677, 0.122058
12,0.764933,0,0.235067, 21.1335,11.5517,10.5668, 0.0694301
12,0.69804,0.078573,0.223387, 21.9537,6.96846,10.9768, 0.0689494
12,0.69804,0.078573,0.223387, 22.0016,22.3619,11.0008, 0.0689494
13,0.33178,0.173878,0.494343, 28.5687,4.48581,3.47906, 0.129772
13,0.764933,0,0.235067, 22.5773,3.57286,11.2887, 0.0694301
13,0.69804,0.078573,0.223387, 21.9813,5.65852,10.9907, 0.0689494
13,0.69804,0.078573,0.223387, 23.2879,3.59699,11.6439, 0.0689494
14,0.626167,0.0972751,0.276558, 22.9587,6.11752,11.4794, 0.081744
14,0.764933,0,0.235067, 21.6504,20.728,10.8252, 0.0694301
14,0.626167,0.0972751,0.276558, 22.2521,3.56902,11.126, 0.0690126
14,0.69804,0.078573,0.223387, 21.1488,6.22999,10.5744, 0.0689494
15,0.345087,0.170415,0.484498, 23.0969,3.38848,11.5484, 0.134977
15,0.764933,0,0.235067, 22.9997,4.00506,11.4999, 0.0694301
15,0.626167,0.0972751,0.276558, 23.7907,3.4711,11.8954, 0.0690126
15,0.626167,0.0972751,0.276558, 24.3713,2.81991,12.1857, 0.0690126
16,0.345839,0.170219,0.483941, 27.8916,8.3373,2.96511, 0.135271
