Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
0,0.804964,0.195036,0, 21.322,3.68033,10.661, 0.194034
1,0.669076,0.019881,0.311043, 22.4367,12.3597,1.57836, 0.154128
2,0.586473,0.142097,0.271429, 23.1567,4.43051,1.67656, 0.124558
3,0.900378,0,0.0996217, 20.4861,128.709,10.2431, 0.043783
4,0.65258,0,0.34742, 21.9181,207.972,1.59196, 0.151968
5,0.0522775,0.923528,0.0241949, 31.2027,0.791109,1.23177, 0.0428437
6,0.0753055,0.889842,0.0348527, 29.8133,0.888044,1.19875, 0.0409968
8,0.0727925,0.927208,0, 26.7207,0.749772,13.3603, 0.0368341
9,0.869016,0.130984,0, 21.1423,4.64204,10.5711, 0.130311
10,0.091639,0.908361,0, 25.7719,0.835588,12.886, 0.0463707
11,0.886674,0.113326,0, 21.0287,5.52909,10.5143, 0.112743
12,0.108325,0.891675,0, 25.4409,0.873465,12.7205, 0.0548139
13,0.893006,0.106994,0, 21.0595,5.26575,10.5297, 0.106445
14,0.103441,0.896559,0, 25.6156,0.852986,12.8078, 0.0523428
16,0.326121,0.673879,0, 22.8607,1.49882,11.4303, 0.037915
18,0.919071,0.019881,0.0610482, 20.7563,11.0131,10.3782, 0.0367845
19,0.741101,0.179562,0.0793366, 21.2871,3.83082,10.6435, 0.0364074
23,0.254427,0.745573,0, 23.3381,1.30215,11.6691, 0.035027
24,0.286792,0.713208,0, 23.0669,1.40448,11.5334, 0.0331824
25,0.173856,0.74568,0.0804636, 26.5514,1.34277,1.36084, 0.0330928
26,0.905705,0.005665,0.0886304, 20.5962,24.0477,10.2981, 0.033069
27,0.905705,0.005665,0.0886304, 20.6043,23.4434,10.3021, 0.033069
28,0.925161,0,0.0748391, 20.4633,194.519,10.2316, 0.0328912
29,0.651764,0,0.348236, 21.8909,166.042,1.72982, 0.151778
30,0.925405,0,0.0745953, 20.4974,117.099,10.2487, 0.0327841
31,0.652984,0,0.347016, 21.8812,153.229,1.86461, 0.152062
32,0.150017,0,0.849983, 22.5084,166.854,1.28411, 0.0349349
33,0.900081,0,0.0999191, 20.4748,158.462,10.2374, 0.0439137
34,0.652177,0,0.347823, 21.8681,236.451,1.70529, 0.151874
35,0.898015,0,0.101985, 20.4823,133.145,10.2411, 0.0422172
36,0.898387,0,0.101613, 20.475,162.347,10.2375, 0.0422382
37,0.898026,0,0.101974, 20.472,153.624,10.236, 0.0422178
38,0.897873,0,0.102127, 20.4629,172.749,10.2314, 0.0422092
39,0.897415,0,0.102585, 20.4614,169.108,10.2307, 0.0421833
