Length, Cost1, Paths.x, Paths.y ,Fitness, 
0.867575,0.8"21.2029;21.3537;19.748;21.1003;19.4402;18.9779;19.2648;19.4867;19.8397;20.9388;19.7295;17.3006;18.7254;19.1747;17.5115;17.1921;17.2212;17.5911;16.8344;15.5807;15.0419;13.9056;13.1717;11.8923;11.6981;11.1401;9.90544;10.24;10.4049;11.6365;12.2228;12.3819;13.2598;12.5283;13.37;13.3105;13.1532;12.6422;12.579;12.5923;12.1747;11.5196;10.2091;9.29582;8.67339;8.83851;8.01315;8.54287;8.9169;7.83739;8.77145;8.29647;8.45156;8.82025;9.25086;9.67966;9.4174;7.93223;7.94264;8.85007;10.1301;10.6543;9.64391;9.96148;10.1954;9.63678;8.97547;10.4211;9.77949;10.5083;10.239;10.1546;11.13;12.142;12.0574;13.365;13.8315;13.2812;13.064;13.3143;12.6123;12.7405;11.6795;10.2614;9.51145;9.69704;8.81675;9.22478;10.0038;9.96153;10.6694;9.36963;8.29134;9.513;10.6097;9.89572;9.6354;8.65306;8.52331;6.93543;5.68213;6.24893;5.88075;5.68223;4.561;4.05024;3.41271;3.75666;4.96382;4.69198;6.23118;7.06344;8.19052;8.44421;7.73209;7.68336;8.1144;7.99144;7.11167;8.23055;8.37036;6.83337;5.98088;6.91624;7.31283;7.57621;8.61545;8.9114;8.0302;7.54114;7.0904;7.50489;8.1798;9.19699;7.89985;8.16196;7.59758;8.07654;8.11716;9.2349;10.7308;10.5706;11.9314;10.3595;11.9275;11.0272;12.1041;13.1751;13.5469;10.9756;11.8631;10.9549;12.2824;13.1071;12.9075;13.0057;14.2166;14.7719;14.9948;15.4508;15.1739;15.4661;16.4122;15.7149;16.0138;15.0296;13.7232;12.815;12.8673;12.9326;13.067;12.2478;10.8724;11.6898;11.5087;11.2639;11.1808;11.4841;10.87;9.72771;9.06154;9.64085;8.47202;8.93062;7.52303;8.9114;9.56945;11.2849;10.5853;10.8823;9.91494;10.0094;10.461;10.398;10.4055;11.7173;11.5263;12.1273;11.6484;10.2102;10.0001;10.3488","4.81698;6.85591;7.97917;7.44688;6.41508;6.69196;8.76043;9.21771;11.2299;11.8383;12.7258;14.6567;15.2972;16.4572;14.9242;17.2249;17.0652;17.3216;16.1786;16.5232;16.9834;17.657;18.3488;18.7502;17.2098;17.9522;18.738;18.9064;18.1091;18.1187;17.1111;18.5861;19.4533;20.0654;20.4015;19.3071;19.503;18.1772;16.9053;17.8705;18.2804;18.8819;18.5052;18.3019;18.7433;20.0882;19.2388;20.384;20.2554;20.4598;20.0457;19.4858;20.2027;20.3125;19.9577;20.0058;19.5851;19.6231;20.7401;19.9282;19.1602;20.1259;19.3812;18.3192;17.1274;16.6328;17.0285;16.4601;15.1847;15.7067;16.8167;16.3863;15.3027;15.6892;16.9962;17.3232;16.7317;15.9811;16.0846;15.0488;14.1201;13.939;14.072;14.0032;13.5724;14.2463;14.4318;15.3775;16.6026;15.7546;15.0154;15.0328;14.8505;15.8901;15.7759;16.9006;15.7521;15.9313;16.7072;16.6709;16.8184;15.4525;15.9392;16.5352;16.3167;17.0313;18.3616;19.2142;18.9793;19.1449;18.5317;17.7013;17.8043;18.171;17.8361;19.271;18.4968;20.1502;19.23;20.0008;19.4146;18.8554;20.0818;19.7224;19.2652;17.7254;17.4777;15.9915;15.9996;14.6385;15.1081;15.4703;16.4418;17.6103;17.7827;18.1591;17.6971;17.8574;17.9205;18.7327;19.3319;18.2464;19.1839;19.7713;19.2742;18.1156;19.1212;18.5685;18.6547;20.6431;19.2956;18.3091;19.0074;19.2794;18.9184;18.9549;19.6332;19.676;18.7005;17.6618;17.1553;19.0002;19.3017;19.176;20.3413;19.9567;19.6438;20.647;20.2076;20.3889;19.6675;19.0678;18.7727;17.9374;19.1157;19.5716;18.0911;19.4361;20.7571;19.9086;21.0851;20.2963;21.1782;21.8452;21.7576;22.2397;21.9389;21.8365;21.3397;20.7365;20.2276;19.5317;18.5076;17.3618;17.1624;16.6096;15.32;17.1989;15.6743;15.2659;16.4995;17.2238",0.115889
0.225,0.6"18.8426","3.25747",0.2
