Length, Risk, TravelTime, Paths.x, Paths.y , Fitness, Weights
39.6237,0.613099,2.30798,"1;1.03136;1.07366;1.12138;1.11627;1.10977;1.17292;1.14076;0.977052;0.887461;0.856363;0.818209;0.792342;0.79591;0.828811;0.862473;0.936833;0.991716;1.0758;1.12125;1.26589;1.4239;1.62436;1.65679;1.83702;1.97861;2.02611;2.26287;2.55073;2.81284;2.92236;3.24394;3.49252;3.8195;4.00264;4.30473;4.66862;4.86911;5.09595;5.37076;5.66961;5.98662;6.27069;6.64596;6.98141;7.36152;7.51054;7.87756;8.24436;8.54702;9.01056;9.49281;9.72805;10.1881;10.5017;10.8793;11.042;11.5256;12.0181;12.4374;12.8885;13.1458;13.5839;13.8383;14.3089;14.6601;15.0682;15.3595;15.5905;16.0097;16.3708;16.787;17.1957;17.514;17.884;18.1397;18.3157;18.632;18.9022;19.1708;19.3899;19.5995;19.8076;20;20.1974;20.4096;20.6208;20.7969;20.9259;21.0532;21.1051;21.1489;21.2184;21.2609;21.2913;21.3146;21.3223;21.3059;21.2821;21.2457;21.2273;21.1927;21.1529;20.9966;21.0134;21.0062;21.0095;21.0068;20.9978;21","15;14.6409;14.3189;13.8949;13.5111;13.1322;12.8579;12.6143;12.1607;11.7798;11.4419;11.0092;10.6932;10.4171;10.0717;9.72441;9.35491;9.13149;8.6843;8.43481;8.02451;7.65499;7.23653;7.16584;6.7999;6.52083;6.43494;6.11497;5.70951;5.30155;5.14443;4.78138;4.514;4.18373;3.98414;3.76207;3.47942;3.33128;3.15706;2.98247;2.82325;2.5884;2.42005;2.22487;2.10934;1.9726;1.92725;1.79665;1.67121;1.5858;1.48915;1.43515;1.37459;1.33837;1.27521;1.24892;1.2366;1.2298;1.2223;1.2637;1.33568;1.3886;1.46705;1.535;1.66557;1.77548;1.92652;2.06489;2.16181;2.3716;2.55671;2.80698;3.07888;3.33336;3.65401;3.89488;4.04585;4.34742;4.59577;4.90345;5.14287;5.43242;5.75115;6.07148;6.38394;6.7263;7.15656;7.59259;7.98406;8.43566;8.67034;8.87338;9.25272;9.50922;9.87953;10.1867;10.5847;10.9898;11.4881;11.7834;12.1295;12.3801;12.7402;13.1066;13.4859;13.9333;14.2628;14.66;14.9728;15",1.74302,"0;0.333333;0.666667"
40.9205,0.584764,2.33431,"1;0.970647;0.989292;0.981921;0.952487;0.938909;0.986632;0.890654;0.779432;0.714944;0.65672;0.644564;0.624759;0.6686;0.717841;0.756648;0.827703;0.892853;0.94231;1.03884;1.08328;1.23113;1.30845;1.45802;1.62981;1.77257;1.96412;2.2112;2.45814;2.58159;2.8557;3.15044;3.32221;3.65405;3.89942;4.06965;4.45535;4.76094;5.04475;5.31046;5.65354;6.03098;6.33239;6.72253;7.06005;7.48402;7.87689;8.07163;8.4055;8.83729;9.16959;9.42227;9.83841;10.1469;10.6129;10.9861;11.2262;11.6433;11.7745;12.2424;12.6863;12.9225;13.3944;13.6001;13.8846;14.2442;14.5985;14.9943;15.3443;15.6888;16.1226;16.2746;16.5542;16.9454;17.3124;17.5339;17.8874;17.9869;18.3432;18.6956;19.0403;19.2788;19.5384;19.8344;19.8963;19.9858;20.2383;20.3971;20.524;20.6653;20.8372;21.0008;21.043;21.1097;21.1795;21.2509;21.27;21.3254;21.3522;21.4109;21.4389;21.391;21.4002;21.354;21.2822;21.2112;21.2839;21.267;21.2429;21.1675;21.1348;21.0962;21","15;14.8179;14.3691;13.8752;13.4235;13.2345;12.8611;12.4675;12.0172;11.6271;11.1882;10.9036;10.489;10.0973;9.78441;9.32147;8.87341;8.62302;8.16814;7.74144;7.62692;7.25764;7.02545;6.60712;6.2175;5.88233;5.50131;5.13083;4.78793;4.6293;4.23601;3.91479;3.7842;3.49778;3.28954;3.135;2.87517;2.67023;2.50969;2.33413;2.16728;1.99682;1.84654;1.66324;1.52675;1.35958;1.24901;1.1859;1.0991;0.997609;0.908836;0.837272;0.778742;0.713513;0.652491;0.613762;0.599524;0.605078;0.597501;0.667979;0.754456;0.81201;0.92029;0.975897;1.11951;1.21509;1.33438;1.50262;1.67653;1.76989;1.99083;2.06064;2.19971;2.47488;2.75609;2.8995;3.15604;3.26164;3.56513;3.88005;4.18338;4.42468;4.72168;5.08038;5.17054;5.2893;5.70052;6.08874;6.44938;6.85851;7.24613;7.69418;7.99589;8.42138;8.73877;9.22715;9.47769;9.94239;10.1444;10.4582;10.9288;11.313;11.7893;12.1417;12.461;12.8713;13.2543;13.5438;13.7056;14.1085;14.4637;14.6635;15",1.69281,"0;0.366667;0.633333"
41.531,0.575792,2.33004,"1;1.01341;1.01789;0.986256;0.984317;0.976992;0.987647;0.844273;0.734718;0.658121;0.567856;0.540184;0.514432;0.501173;0.469749;0.468016;0.508781;0.55325;0.64362;0.704331;0.819358;0.946027;1.11382;1.30873;1.38591;1.60575;1.83315;1.98024;2.29589;2.40684;2.60998;2.89926;3.14158;3.28506;3.65503;3.9236;4.11688;4.34253;4.71707;5.08662;5.37006;5.61931;6.0123;6.39433;6.6717;7.09549;7.51347;7.95275;8.28987;8.47265;8.85568;9.33501;9.77556;9.85406;10.3291;10.687;11.0356;11.5316;11.9447;12.3608;12.8059;13.218;13.6477;13.8829;14.3119;14.756;15.1857;15.5549;15.9601;16.1203;16.4587;16.6961;17.0038;17.3059;17.5324;17.9095;18.1565;18.4835;18.7335;19.046;19.1824;19.4543;19.6836;19.8397;20.0488;20.2701;20.4756;20.6903;20.9526;21.1299;21.287;21.3943;21.4979;21.5393;21.625;21.6358;21.6346;21.6553;21.6427;21.5983;21.5775;21.5376;21.4277;21.3329;21.1841;21.0874;21.0314;21.0556;21.0077;20.9748;21","15;14.7939;14.4467;13.9515;13.6142;13.3814;13.1077;12.6495;12.1754;11.6952;11.2335;11.0305;10.6737;10.3008;9.89834;9.49264;9.11223;8.78359;8.41566;8.11432;7.66915;7.34567;6.89984;6.50285;6.32423;5.88822;5.47655;5.21809;4.86516;4.71214;4.4541;4.0576;3.77659;3.60623;3.27153;3.01276;2.84057;2.65273;2.4096;2.18539;2.00796;1.89197;1.68138;1.54175;1.38497;1.2111;1.078;0.961906;0.874779;0.820765;0.753849;0.729036;0.718701;0.707536;0.654536;0.649558;0.639045;0.637187;0.640852;0.638373;0.685906;0.785432;0.884094;0.949436;1.118;1.25731;1.40002;1.54942;1.76309;1.84404;2.02545;2.14125;2.32996;2.50599;2.6718;2.97567;3.25796;3.57337;3.78657;4.08366;4.21979;4.53076;4.77593;4.94464;5.20194;5.47858;5.85274;6.18449;6.60228;6.98314;7.40309;7.7138;8.11523;8.4565;8.91209;9.33032;9.34;9.83861;10.3092;10.7449;10.8918;11.2828;11.7143;12.1693;12.5829;12.8934;13.2982;13.7482;14.2183;14.6965;15",1.62834,"0;0.4;0.6"
42.3378,0.56522,2.33365,"1;0.991032;0.99542;1.03178;1.02283;1.04598;1.04388;0.781662;0.720017;0.544496;0.431955;0.346769;0.351397;0.292389;0.296687;0.316199;0.308562;0.357909;0.385911;0.43946;0.524971;0.617212;0.748538;0.943521;1.11296;1.2606;1.45942;1.6348;1.76599;2.02692;2.24976;2.47928;2.75826;3.09161;3.25936;3.59595;3.94187;4.30328;4.60929;4.99382;5.3718;5.75377;6.15544;6.48316;6.83103;6.96818;7.29581;7.74209;8.11169;8.25284;8.65453;9.02079;9.04194;9.37292;9.56347;10.0545;10.3995;10.8072;11.2649;11.6528;11.8707;12.0673;12.5283;12.7345;13.0399;13.4374;13.5191;13.9903;14.4432;14.6132;14.9792;15.2185;15.5631;15.9327;16.1692;16.459;16.8473;17.1873;17.3502;17.5901;17.8695;18.2088;18.4215;18.7389;19.0727;19.3309;19.5842;19.8446;20.1321;20.3075;20.5361;20.7893;20.9829;21.1119;21.2448;21.3263;21.4363;21.5089;21.6167;21.6489;21.6409;21.6336;21.6295;21.5951;21.5642;21.5214;21.4469;21.3163;21.2333;21.0801;21.1021;21.136;21.1032;21.0857;21.0571;21.0402;21","15;14.6222;14.2769;13.8849;13.5844;13.2485;12.9871;12.6249;12.4935;12.0828;11.7437;11.3387;10.9468;10.4545;10.06;9.67965;9.30058;8.8085;8.54477;8.19763;7.90627;7.52707;7.19577;6.77703;6.39272;6.0878;5.7349;5.41487;5.1996;4.81016;4.53897;4.27195;3.98013;3.61032;3.45104;3.14587;2.87552;2.5505;2.33247;2.07735;1.85026;1.64195;1.4284;1.26567;1.10205;1.04882;0.89128;0.717982;0.576501;0.550667;0.498496;0.391935;0.386078;0.304988;0.275045;0.231602;0.217866;0.206136;0.18439;0.167192;0.175072;0.213443;0.272798;0.316506;0.371604;0.502343;0.520345;0.669477;0.811575;0.849939;0.941246;1.0237;1.16232;1.32381;1.42625;1.57283;1.82055;2.00383;2.12141;2.32232;2.57131;2.87837;3.0825;3.40242;3.72135;4.02183;4.28179;4.59267;4.98389;5.24213;5.64116;6.06611;6.52209;6.94288;7.3122;7.55344;7.9261;8.41754;8.89;9.13171;9.42694;9.86408;10.2702;10.6985;10.996;11.3452;11.6821;12.1008;12.437;12.8535;13.1387;13.3179;13.796;13.9435;14.3593;14.6764;15",1.56733,"0;0.433333;0.566667"
42.9283,0.557474,2.34019,"1;0.968604;0.949375;0.941356;0.912761;0.86308;0.867011;0.744987;0.628962;0.489503;0.326014;0.235915;0.212079;0.187943;0.162966;0.195572;0.215457;0.271016;0.308674;0.344251;0.397045;0.435939;0.559322;0.71475;0.809681;0.97424;1.02756;1.11901;1.30558;1.52291;1.77376;1.89211;2.16375;2.289;2.37127;2.66909;2.93328;3.06257;3.39964;3.64599;3.94552;4.21024;4.54398;4.93689;5.35987;5.80328;6.20259;6.53469;6.85037;7.10299;7.42322;7.66156;7.80344;8.13801;8.52415;8.92066;9.09989;9.55752;9.96119;10.4241;10.8052;11.2826;11.5308;11.9889;12.4297;12.8714;13.2732;13.3977;13.8567;14.1391;14.5635;14.7515;15.0563;15.4239;15.7245;16.1435;16.5746;16.891;17.1441;17.3398;17.6728;18.0741;18.4577;18.6132;18.8554;19.217;19.4887;19.782;19.9953;20.2359;20.4383;20.6698;20.8208;20.879;21.0084;21.1968;21.3469;21.3808;21.4901;21.5476;21.6004;21.6186;21.6351;21.6893;21.6977;21.6993;21.673;21.6364;21.6381;21.5751;21.5277;21.4061;21.335;21.2347;21.1228;20.9331;20.9829;20.9801;20.9706;20.984;20.9827;21","15;14.7251;14.2537;13.8273;13.547;13.2306;12.7549;12.5962;12.2338;11.82;11.3971;11.0105;10.8641;10.6488;10.3514;9.92594;9.477;9.02598;8.61147;8.43073;7.95367;7.71409;7.28444;6.83425;6.64271;6.24098;6.11304;5.9042;5.46248;5.1201;4.75342;4.57423;4.21921;4.06837;3.97209;3.60823;3.35894;3.23746;2.91245;2.71135;2.45867;2.22198;1.97083;1.67036;1.41709;1.19666;1.05478;0.92182;0.808245;0.71836;0.611431;0.534963;0.492674;0.402285;0.319111;0.21506;0.186971;0.106259;0.0532899;0.0558766;0.0253647;0.0437111;0.0404003;0.0783955;0.125669;0.179899;0.275975;0.295321;0.380533;0.464162;0.608683;0.679861;0.807424;0.96723;1.11145;1.33064;1.56716;1.752;1.90583;2.04275;2.30095;2.55686;2.84233;2.98638;3.24409;3.58896;3.85341;4.20375;4.46466;4.74345;5.01273;5.43364;5.78099;5.91384;6.223;6.62206;7.01853;7.16279;7.60188;8.00378;8.29965;8.43959;8.60758;9.01294;9.48092;9.6006;10.0369;10.3679;10.7133;11.073;11.2443;11.7228;11.9654;12.2335;12.504;12.8694;13.129;13.5344;13.9444;14.2578;14.5872;15",1.50826,"0;0.466667;0.533333"
43.835,0.547196,2.34909,"1;0.976413;0.972732;0.983699;0.967542;0.960275;0.995026;0.814727;0.661077;0.473869;0.398343;0.319774;0.267872;0.224332;0.140073;0.0929651;0.0902021;0.1212;0.127437;0.158085;0.175832;0.264334;0.3486;0.488473;0.602093;0.778791;0.845227;0.999458;1.24144;1.45448;1.62081;1.78143;2.06547;2.35488;2.66582;2.934;3.12888;3.39133;3.63501;3.97836;4.37542;4.73302;5.13037;5.54784;5.88953;6.26667;6.70192;6.98309;7.43065;7.69103;7.99922;8.34366;8.76138;9.04581;9.43684;9.77329;10.075;10.4823;10.8283;11.0393;11.3517;11.6319;11.8725;12.257;12.6291;12.7697;13.2101;13.5489;13.6533;14.0689;14.4254;14.8256;15.2735;15.6989;15.9629;16.3425;16.4991;16.803;17.1011;17.4521;17.7177;17.92;18.3171;18.58;18.8971;18.9308;19.1716;19.3087;19.5253;19.8632;20.1262;20.2539;20.5261;20.7795;20.9405;21.0855;21.2451;21.3958;21.542;21.6165;21.6861;21.757;21.8503;21.8806;21.9197;21.9564;21.9746;21.9727;21.9711;21.9372;21.8724;21.8556;21.7861;21.7015;21.5827;21.4977;21.3269;21.2177;21.0025;21.0706;21.0684;21.0644;21.0602;21.0375;21.0382;21","15;14.5616;14.3388;13.8922;13.4177;13.3538;12.8683;12.5006;12.1168;11.6908;11.4637;11.0938;10.8438;10.5558;10.0776;9.66569;9.30573;8.91444;8.58205;8.2048;8.03353;7.55982;7.2168;6.7637;6.4408;6.03513;5.88431;5.55202;5.11832;4.70427;4.44027;4.18299;3.78189;3.45145;3.13451;2.83612;2.65917;2.44932;2.264;2.01542;1.7261;1.49672;1.27858;1.0766;0.890946;0.702041;0.536067;0.454901;0.342375;0.278498;0.212595;0.159413;0.104025;0.0961188;0.0599628;0.0217022;0.0200392;0.00370786;0.0133296;0.0258287;0.0141802;0.0297561;0.0804583;0.0264879;0.0417851;0.0370246;0.039083;0.104411;0.120937;0.18822;0.284693;0.394768;0.558066;0.705276;0.821622;0.980623;1.05392;1.22778;1.41415;1.63734;1.8037;1.94298;2.23036;2.4477;2.7263;2.76112;3.01779;3.16937;3.41618;3.78213;4.14778;4.32457;4.68112;5.03229;5.34901;5.6054;6.05254;6.47049;6.87705;7.12217;7.37937;7.68089;8.0962;8.25506;8.49291;8.78168;9.1896;9.46557;9.50367;9.91669;10.3635;10.4623;10.899;11.2934;11.6289;11.8525;12.2131;12.4139;12.8527;13.1441;13.1535;13.6051;13.7095;14.1623;14.6279;15",1.44814,"0;0.5;0.5"
44.9126,0.534453,2.38886,"1;0.924154;0.814139;0.761561;0.741505;0.708561;0.494928;0.340618;0.259406;0.145202;0.0734666;-0.0455125;-0.135594;-0.199716;-0.285251;-0.330992;-0.409874;-0.472259;-0.461648;-0.461183;-0.443517;-0.360401;-0.306017;-0.248288;-0.0612452;0.201596;0.426729;0.480678;0.689117;0.892625;1.1785;1.54186;1.66927;1.95405;2.16824;2.42792;2.75533;3.01557;3.35417;3.56018;3.84783;4.10875;4.45951;4.76897;4.87849;5.04808;5.32308;5.67338;5.99638;6.30777;6.70621;6.86389;7.29185;7.63227;7.86891;8.15035;8.62692;9.0687;9.38931;9.74628;10.084;10.5376;10.6774;11.0801;11.3089;11.5793;11.812;12.2469;12.6642;13.006;13.296;13.7755;13.9456;14.3047;14.7145;15.1558;15.397;15.7099;16.0403;16.4783;16.8085;17.216;17.6358;17.9772;18.377;18.6828;18.9723;19.2883;19.5509;19.7923;20.0623;20.3932;20.5487;20.7713;20.9106;21.098;21.2882;21.3902;21.55;21.6292;21.6671;21.7085;21.8361;21.9306;21.9483;21.9607;21.9705;21.9685;21.9567;21.9665;21.9065;21.8898;21.8679;21.8291;21.7385;21.6229;21.4858;21.3139;21.1823;21.0199;21.0188;21.0307;21.0608;21.0537;21.0142;21","15;14.5911;14.203;13.7156;13.4142;13.0936;12.8105;12.4227;12.2232;11.9022;11.7395;11.3395;11.0954;10.8312;10.3418;9.84997;9.39573;8.9805;8.72048;8.44879;7.97132;7.47887;7.20369;6.71365;6.27934;5.91021;5.49184;5.40186;5.03533;4.64191;4.31524;3.98814;3.83738;3.49894;3.30036;3.07536;2.82335;2.57029;2.33299;2.18767;1.90576;1.65828;1.40361;1.18603;1.10919;0.993532;0.868166;0.747171;0.654521;0.540113;0.426376;0.400553;0.379016;0.336198;0.321232;0.247846;0.1895;0.133585;0.0639223;0.00814979;0.050083;0.112565;0.20806;0.0841539;0.0314133;0.0553799;0.0503055;0.0282834;0.117191;0.0967179;0.0651926;0.0380029;0.0419745;0.0432224;0.199606;0.34569;0.417877;0.49423;0.654292;0.861821;1.03883;1.31538;1.54429;1.74057;2.00373;2.25121;2.46926;2.75668;3.02978;3.22766;3.49587;3.77294;4.03257;4.36637;4.65011;5.02585;5.40375;5.74821;6.17443;6.51405;6.87974;7.06346;7.46922;7.94087;8.16317;8.5131;8.87666;9.17178;9.60822;10.0791;10.3499;10.6184;10.9726;11.3089;11.5693;11.9013;12.1056;12.4492;12.6482;13.1004;13.399;13.7293;13.903;14.3389;14.8298;15",1.39984,"0;0.533333;0.466667"
46.4833,0.517293,2.40651,"1;0.973164;0.934199;0.873111;0.83231;0.753639;0.683009;0.370716;0.0922424;-0.199922;-0.258463;-0.443493;-0.525855;-0.594693;-0.729485;-0.822062;-0.864939;-0.886165;-0.898234;-0.900742;-0.866098;-0.801331;-0.685109;-0.600179;-0.517885;-0.404791;-0.231986;-0.0714715;0.116056;0.214933;0.472535;0.721332;1.0205;1.31498;1.54126;1.71637;1.99404;2.27029;2.55772;2.72026;3.0082;3.4292;3.75904;4.1421;4.52492;4.9406;5.32048;5.75491;6.14822;6.57693;6.82905;7.31764;7.78735;8.26364;8.66564;8.87294;9.19714;9.60393;9.74858;10.1122;10.4138;10.7441;10.929;11.4055;11.4941;11.9365;12.4218;12.8068;13.2174;13.5617;14.0209;14.422;14.9107;15.0832;15.4479;15.8336;16.1721;16.5653;16.9577;17.2715;17.4998;17.9282;18.282;18.6524;18.8062;19.0834;19.2542;19.6105;19.835;20.0916;20.2304;20.496;20.6242;20.8102;21.0231;21.3351;21.4354;21.6775;21.855;21.9341;22.0127;22.1135;22.2009;22.2494;22.361;22.4405;22.4626;22.464;22.4718;22.4409;22.4264;22.3707;22.3424;22.3104;22.1646;22.0363;21.9582;21.8537;21.6499;21.4104;21.3179;21.2639;21.277;21.1618;21.1611;21","15;14.652;14.3036;13.9341;13.4579;13.1337;12.8496;12.4711;12.0816;11.6797;11.5246;11.0679;10.8089;10.5654;10.2372;9.80529;9.35258;9.06795;8.64323;8.30116;7.89237;7.44963;7.03139;6.76726;6.42697;6.1335;5.70059;5.33498;4.87567;4.70909;4.29501;3.94816;3.56624;3.21266;2.937;2.74434;2.39153;2.09862;1.93193;1.83401;1.65553;1.44622;1.27055;1.09227;0.89524;0.626436;0.497322;0.306205;0.205921;0.115954;0.109332;0.0356868;0.0290268;0.11944;0.0494217;0.0466634;0.0597886;0.0483331;0.0555687;0.047999;0.10836;0.0842324;0.101389;0.0286863;0.0314709;0.0447904;0.0744915;0.0827294;0.092189;0.0966939;0.0901862;0.127159;0.172834;0.16227;0.180549;0.264744;0.292191;0.411862;0.650428;0.784;0.898565;1.10898;1.30286;1.57171;1.65677;1.89712;2.01681;2.31786;2.56157;2.83621;3.06869;3.39258;3.59197;3.85739;4.18123;4.56675;4.7132;5.07357;5.37636;5.53854;5.78771;6.26332;6.74847;7.11249;7.46954;7.89737;8.31795;8.71101;9.17857;9.46319;9.85794;10.3161;10.3825;10.8544;11.3166;11.686;11.9622;12.1848;12.4978;12.8387;13.116;13.4215;13.5976;14.0673;14.5451;15",1.33595,"0;0.566667;0.433333"
45.4851,0.530571,2.38132,"1;0.96059;0.909001;0.873655;0.860756;0.856817;0.902842;0.626516;0.532645;0.351205;0.178991;0.0703038;-0.0986186;-0.209835;-0.296937;-0.389289;-0.442819;-0.481964;-0.513126;-0.492675;-0.434816;-0.351194;-0.218116;-0.131119;0.0444811;0.113477;0.225746;0.432281;0.675467;0.8615;1.21203;1.53238;1.81861;2.15752;2.47797;2.86461;2.96737;3.31709;3.50188;3.75313;3.78388;4.08405;4.35544;4.73794;4.89265;5.19529;5.49255;5.78886;6.25694;6.68858;7.06408;7.49871;7.89823;8.29935;8.76746;9.25468;9.70983;10.1069;10.4085;10.6845;11.1634;11.1977;11.6636;11.9999;12.3334;12.7684;13.1634;13.4891;13.8885;13.9568;14.4289;14.8108;15.2098;15.6443;16.0549;16.3772;16.7087;17.0689;17.3709;17.7054;18.1055;18.4887;18.8313;19.1634;19.4499;19.6706;19.9162;20.213;20.3256;20.5395;20.7732;21.0345;21.1922;21.4115;21.6059;21.7541;21.8617;21.9259;21.9963;22.0429;22.1407;22.1956;22.249;22.2716;22.3182;22.3554;22.359;22.3628;22.3634;22.2832;22.1834;22.0459;21.8243;21.7126;21.5186;21.4217;21.1847;21.1213;21.1225;21.1524;21.1663;21.0995;21.0825;21","15;14.7837;14.3798;13.901;13.5665;13.1066;12.8496;12.6007;12.4156;12.0487;11.7329;11.3338;10.8799;10.4141;10.0311;9.56021;9.09439;8.63976;8.4219;8.07253;7.67713;7.21991;6.82743;6.59125;6.13788;5.92308;5.53528;5.1841;4.78834;4.34613;3.99477;3.65549;3.26722;2.97434;2.69322;2.4264;2.38056;2.13767;2.02325;1.81976;1.79572;1.5794;1.41088;1.12552;1.01576;0.861906;0.732753;0.598202;0.517199;0.378805;0.304681;0.170957;0.109312;0.0378729;0.0249147;0.0880511;0.0807898;0.0822911;0.0886661;0.0875811;0.0883754;0.0838038;0.0625601;0.0299399;0.0191098;0.0545338;0.0837799;0.0731918;0.212622;0.241215;0.265453;0.340256;0.444949;0.591153;0.701626;0.789258;0.885287;0.997839;1.13649;1.29099;1.49218;1.72743;1.94377;2.19169;2.38245;2.59715;2.80441;3.16873;3.28669;3.57838;3.95554;4.38016;4.68182;5.0679;5.38474;5.75804;6.17621;6.56527;6.95551;7.183;7.61336;8.05912;8.43784;8.60645;9.01308;9.45653;9.79493;10.0223;10.118;10.6027;10.9813;11.4381;11.783;12.0345;12.3733;12.5268;12.8474;13.1303;13.3836;13.6782;13.9003;14.3557;14.5505;15",1.27087,"0;0.6;0.4"
46.1278,0.521689,2.38565,"1;0.966857;0.918604;0.868558;0.810738;0.803273;0.796207;0.600873;0.407479;0.236388;0.0441585;-0.0778009;-0.236562;-0.368148;-0.488801;-0.589258;-0.630418;-0.688756;-0.740913;-0.684546;-0.666991;-0.616792;-0.540076;-0.423763;-0.316892;-0.190482;-0.0340268;0.13291;0.325496;0.418231;0.659535;0.744665;1.07903;1.23515;1.50023;1.67641;1.92087;2.15974;2.2855;2.54367;2.85913;3.25189;3.51776;3.92599;4.25358;4.56825;4.8904;5.20312;5.47262;5.79071;6.1007;6.42117;6.61823;6.75079;7.12019;7.52202;7.96533;8.11649;8.57314;8.94444;9.09864;9.58175;9.96038;10.4207;10.8793;11.153;11.5594;11.9511;12.3793;12.7157;12.9938;13.3262;13.777;14.062;14.4492;14.8559;15.3352;15.6528;15.881;16.2306;16.3708;16.6128;16.9954;17.4266;17.7481;17.9941;18.1435;18.4365;18.7357;18.9924;19.3442;19.4482;19.7531;20.0046;20.2204;20.5136;20.61;20.885;21.0395;21.2324;21.4036;21.6345;21.7866;21.9258;22.1062;22.2301;22.2809;22.382;22.4262;22.4927;22.5041;22.517;22.4838;22.4363;22.4037;22.3594;22.3342;22.2253;22.11;21.922;21.7614;21.6177;21.45;21.166;21.0381;21.024;21.0157;21.006;20.9581;21","15;14.785;14.4698;14.0816;13.6313;13.2758;13.1092;12.7744;12.5208;12.2497;11.8784;11.5861;11.1949;10.834;10.3981;9.92821;9.71085;9.42211;8.97208;8.47915;8.19901;7.75277;7.31228;6.83912;6.45912;6.02346;5.63105;5.25585;4.855;4.66589;4.24729;4.12507;3.76983;3.56844;3.24621;3.04684;2.7656;2.51659;2.39699;2.16313;1.95505;1.67728;1.48315;1.23348;1.07851;0.942643;0.800537;0.679665;0.588736;0.499793;0.424001;0.314369;0.266149;0.235856;0.144475;0.0929789;0.0263788;0.0378726;0.0237561;0.023001;0.0260808;0.0405797;0.0423299;0.036571;0.0209335;0.00675935;0.0282275;0.0281498;0.0214007;0.0189387;0.0344001;0.0159351;0.0462869;0.0699902;0.0757904;0.1016;0.163289;0.217605;0.281635;0.391165;0.439027;0.530685;0.686052;0.899331;1.0604;1.19919;1.27894;1.45587;1.64413;1.81861;2.11715;2.19199;2.47128;2.72178;2.97514;3.31232;3.44874;3.81407;4.03017;4.30613;4.58147;4.97241;5.2991;5.60214;6.03984;6.51081;6.70032;7.11406;7.36356;7.8502;7.97629;8.42272;8.80654;9.2557;9.62524;10.1022;10.3291;10.784;11.1446;11.5939;11.901;12.1573;12.5086;12.882;13.2294;13.3897;13.8637;14.1787;14.6252;15",1.20514,"0;0.633333;0.366667"
46.7112,0.515723,2.39376,"1;0.945886;0.879465;0.795108;0.740692;0.674318;0.58587;0.489428;0.362527;0.226123;-0.0466046;-0.126793;-0.252809;-0.388431;-0.460748;-0.504597;-0.605853;-0.649307;-0.709424;-0.726795;-0.724956;-0.732278;-0.710758;-0.66337;-0.610769;-0.564729;-0.446719;-0.376151;-0.315761;-0.157813;-0.0423074;0.130558;0.300413;0.499651;0.671127;0.868527;1.1329;1.39886;1.54037;1.87567;2.17892;2.26803;2.59944;2.97127;3.35458;3.67337;4.11115;4.32711;4.45348;4.75699;5.19454;5.42665;5.81213;6.2373;6.61473;6.73684;7.12901;7.34684;7.75939;8.21272;8.54397;8.91056;9.22813;9.61223;10.0823;10.2784;10.7339;11.0981;11.496;11.9392;12.149;12.6322;13.0624;13.473;13.6641;14.1271;14.5995;15.0543;15.4933;15.9304;16.1716;16.3976;16.754;17.1678;17.231;17.6283;17.8124;18.1466;18.379;18.7967;19.0871;19.2405;19.6075;19.906;20.0056;20.0949;20.424;20.6329;20.8653;21.0692;21.3103;21.5026;21.7631;21.9524;21.9653;22.1253;22.2504;22.3946;22.5299;22.6475;22.705;22.7383;22.764;22.7679;22.7373;22.7245;22.6891;22.5906;22.4974;22.359;22.3081;22.1818;22.0064;21.7387;21.4824;21.247;21.1429;21.0901;21.0709;21.075;21.0568;21","15;14.6851;14.2172;13.8405;13.5678;13.2412;12.753;12.5971;12.3719;12.1035;11.692;11.5634;11.1603;10.7974;10.5034;10.3175;9.85097;9.59421;9.16651;8.96777;8.55297;8.09427;7.71593;7.23279;6.90437;6.65047;6.24878;5.8035;5.66346;5.23743;4.98192;4.61811;4.33686;4.04284;3.76424;3.4858;3.18;2.86915;2.71104;2.3818;2.09939;2.03991;1.8193;1.56706;1.30555;1.12334;0.926568;0.795373;0.734635;0.591238;0.392789;0.332543;0.226076;0.118561;0.0926142;0.0849017;0.04587;0.0609874;0.0285408;0.00296957;0.0297599;0.00464978;0.0112592;0.0237714;0.0646805;0.0711942;0.0270149;0.0089422;0.00248161;0.0125931;0.0220596;0.0148987;0.0167836;0.0521789;0.0548993;0.0786056;0.0990706;0.142269;0.239843;0.354379;0.428819;0.501618;0.631707;0.781501;0.807799;0.98674;1.05949;1.22228;1.36028;1.60518;1.80842;1.91803;2.17437;2.40415;2.48228;2.5565;2.85298;3.09963;3.40308;3.68142;4.00471;4.29814;4.713;5.10511;5.14351;5.59039;5.86138;6.18932;6.66201;7.14477;7.43329;7.6963;8.15636;8.51466;8.93399;9.08666;9.49574;9.91737;10.4028;10.7888;10.915;11.2088;11.6736;12.0853;12.4953;12.7785;13.1084;13.5325;13.8184;14.2842;14.7809;15",1.14174,"0;0.666667;0.333333"
