Iteration, w1,w2,w3, f1,f2,f3, MaxRegret, is_duplicate, wd,wr,wt
-3,1,0, 0, 20.1936,49.5278, 10.0968, 0
-2,0,1, 0, 43.9008,2.97585, 21.9504, 0
-1,0,0, 1, 25.3565,101.833, 2.2156, 0
0,0,0.541557,0.458443, 31.1601,2.89748,2.65008, 0.412169,0,1,0,0,0,1,0,0,0,1
1,0.647028,0.352972,0, 21.0903,3.68448,10.5452, 0.161358,0,1,0,0,0,1,0,0,0.541557,0.458443
2,0.617638,0.207071,0.175291, 21.1445,4.80589,10.5722, 0.154288,0,1,0,0,0,0.541557,0.458443,0,0,1
3,0.412142,0.138176,0.449683, 22.919,7.00019,11.4595, 0.126666,0,1,0,0,0.617638,0.207071,0.175291,0,0,1
5,0.43494,0.306012,0.259048, 21.8249,4.27437,10.9124, 0.108649,0,1,0,0,0,0.541557,0.458443,0.617638,0.207071,0.175291
6,0.458272,0.293376,0.248351, 21.5593,4.82739,10.7797, 0.114478,0,1,0,0,0,0.541557,0.458443,0.43494,0.306012,0.259048
7,0.451548,0.297018,0.251434, 22.3486,3.09953,11.1743, 0.112798,0,1,0,0,0,0.541557,0.458443,0.458272,0.293376,0.248351
8,0.471557,0.286182,0.242261, 21.2955,3.34996,10.6477, 0.117796,0,1,0,0,0,0.541557,0.458443,0.451548,0.297018,0.251434
9,0.429895,0.308744,0.261361, 21.5307,3.64662,10.7653, 0.107389,0,1,0,0,0,0.541557,0.458443,0.471557,0.286182,0.242261
10,0.441613,0.302399,0.255989, 21.7869,2.81471,10.8934, 0.110316,0,1,0,0,0,0.541557,0.458443,0.429895,0.308744,0.261361
11,0.445768,0.300148,0.254084, 25.289,5.24043,2.7391, 0.111354,0,1,0,0,0,0.541557,0.458443,0.441613,0.302399,0.255989
12,0.424334,0.311756,0.26391, 21.1541,3.84945,10.577, 0.106,0,1,0,0,0.647028,0.352972,0,0,0.541557,0.458443
13,0.428108,0.309712,0.26218, 21.103,3.90122,10.5515, 0.106942,0,1,0,0,0.424334,0.311756,0.26391,0,0.541557,0.458443
14,0.426493,0.310587,0.26292, 21.7022,2.77911,10.8511, 0.106539,0,1,0,0,0.428108,0.309712,0.26218,0,0.541557,0.458443
16,0.770283,0.124405,0.105312, 20.6782,5.7586,10.3391, 0.0926936,0,1,0,0,0,0.541557,0.458443,0.445768,0.300148,0.254084
18,0.75327,0,0.24673, 20.3355,135.845,10.1678, 0.0885874,0,1,0,0,0.412142,0.138176,0.449683,0,0,1
20,0.347557,0.440257,0.212186, 21.528,2.87415,10.764, 0.078256,0,0.647028,0.352972,0,0,1,0,0,0.541557,0.458443
23,0.512826,0.171931,0.315243, 24.6342,6.02658,3.01834, 0.0646054,0,0.617638,0.207071,0.175291,0,0.541557,0.458443,0,0,1
