ID,W_Dist,W_Risk,W_Time,Cost_Dist,Cost_Risk,Cost_Time,Is_Harvested
45,0.132198,0.403818,0.463984,21.3079,3.04544,1.61289,1
46,0.132198,0.403818,0.463984,21.3079,3.04544,1.61289,1
47,0.132198,0.403818,0.463984,21.533,3.04244,1.63744,1
48,0.132198,0.403818,0.463984,21.392,3.04925,1.61251,1
49,0.931362,0.0319397,0.0366984,20.505,7.36928,1.10041,0
50,0.931362,0.0319397,0.0366984,20.505,7.36928,1.10041,1
51,0.931362,0.0319397,0.0366984,20.5724,7.74871,1.04518,1
52,0.931362,0.0319397,0.0366984,20.5124,7.62642,1.06836,1
53,0.931362,0.0319397,0.0366984,20.505,7.36928,1.10041,1
54,0.931362,0.0319397,0.0366984,20.6097,7.3691,1.11427,1
55,0.118921,0.409996,0.471082,21.4357,2.91458,1.67926,0
56,0.118921,0.409996,0.471082,21.4357,2.91458,1.67926,1
57,0.118921,0.409996,0.471082,21.4357,2.91458,1.67926,1
58,0.118921,0.409996,0.471082,21.4345,2.91454,1.67938,1
59,0.118921,0.409996,0.471082,21.43,2.91306,1.68251,1
60,0.118921,0.409996,0.471082,21.4389,2.91472,1.6792,1
61,0.118921,0.409996,0.471082,21.4931,2.96036,1.64482,1
62,0.125119,0.407112,0.467769,21.6823,2.75495,1.77758,0
63,0.125119,0.407112,0.467769,21.6938,2.75381,1.78304,1
64,0.125119,0.407112,0.467769,21.6772,2.75476,1.77749,1
65,0.125119,0.407112,0.467769,21.8396,2.74548,1.81133,1
66,0.125119,0.407112,0.467769,21.6881,2.75564,1.7763,1
67,0.925169,0.0348212,0.0400093,20.4611,8.12553,1.07347,0
68,0.925169,0.0348212,0.0400093,20.4801,8.12845,1.06838,1
69,0.925169,0.0348212,0.0400093,20.412,8.12399,1.07158,1
70,0.936565,0.0295187,0.0339168,20.5134,6.82775,1.10033,0
71,0.936565,0.0295187,0.0339168,20.5134,6.82775,1.10033,1
72,0.936565,0.0295187,0.0339168,20.5134,6.82775,1.10033,1
73,0.936565,0.0295187,0.0339168,20.5064,6.82719,1.10144,1
74,0.936565,0.0295187,0.0339168,20.6158,6.82507,1.12024,1
75,0.936565,0.0295187,0.0339168,20.5484,6.83032,1.09742,1
76,0.936565,0.0295187,0.0339168,20.7679,6.90411,1.08457,1
77,0.936565,0.0295187,0.0339168,20.5999,6.8264,1.11371,1
78,0.936565,0.0295187,0.0339168,20.436,9.58755,1.02705,0
79,0.936565,0.0295187,0.0339168,20.436,9.58755,1.02705,1
80,0.936565,0.0295187,0.0339168,20.4463,9.75507,0.998123,1
81,0.936565,0.0295187,0.0339168,20.436,9.58755,1.02705,1
82,0.936565,0.0295187,0.0339168,20.4457,9.75505,0.998147,1
83,0.936565,0.0295187,0.0339168,20.5524,9.45178,1.06506,1
84,0.936565,0.0295187,0.0339168,20.5564,9.4519,1.06504,1
85,0.936565,0.0295187,0.0339168,20.6192,9.77483,0.989313,1
86,0.936718,0.0294473,0.0338348,20.4218,9.74291,1.01484,0
87,0.936718,0.0294473,0.0338348,20.4188,9.7428,1.01478,1
88,0.936718,0.0294473,0.0338348,20.4523,9.74536,1.01079,1
89,0.936718,0.0294473,0.0338348,20.5338,9.75062,1.00782,1
90,0.105761,0.41612,0.478119,21.3727,3.00807,1.61146,0
91,0.105761,0.41612,0.478119,21.3715,3.00806,1.61126,1
92,0.105761,0.41612,0.478119,21.3702,3.00801,1.61126,1
93,0.105761,0.41612,0.478119,21.4205,3.01032,1.61062,1
94,0.119203,0.409865,0.470932,21.7415,3.04339,1.63042,0
95,0.922981,0.0358396,0.0411794,20.6733,7.56578,1.08395,0
96,0.922981,0.0358396,0.0411794,20.6733,7.56578,1.08395,1
97,0.922981,0.0358396,0.0411794,20.6733,7.56578,1.08395,1
98,0.922981,0.0358396,0.0411794,20.606,7.56601,1.07403,1
99,0.939818,0.0280046,0.032177,20.4886,13.2957,0.959093,0
100,0.939818,0.0280046,0.032177,20.4886,13.2957,0.959093,1
101,0.939818,0.0280046,0.032177,20.8723,13.5682,0.937916,1
102,0.939818,0.0280046,0.032177,20.4886,13.2957,0.959093,1
103,0.939818,0.0280046,0.032177,20.5118,13.2966,0.959036,1
104,0.939818,0.0280046,0.032177,20.4887,13.2957,0.959039,1
105,0.104096,0.416895,0.479009,21.5207,2.85942,1.71114,0
106,0.104096,0.416895,0.479009,21.5207,2.85942,1.71114,1
107,0.104096,0.416895,0.479009,21.5207,2.85942,1.71114,1
108,0.104096,0.416895,0.479009,21.535,2.85924,1.71414,1
109,0.104096,0.416895,0.479009,21.5876,2.87395,1.6962,1
110,0.932728,0.0313042,0.0359682,20.4601,8.82186,1.03797,0
111,0.932728,0.0313042,0.0359682,20.4601,8.82186,1.03797,1
112,0.932728,0.0313042,0.0359682,20.4601,8.82186,1.03797,1
113,0.932728,0.0313042,0.0359682,20.4618,8.82195,1.03785,1
114,0.932728,0.0313042,0.0359682,20.5051,8.82748,1.0291,1
115,0.932728,0.0313042,0.0359682,20.4987,8.81561,1.04856,1
116,0.108327,0.414926,0.476747,21.5311,2.90091,1.68143,0
117,0.108327,0.414926,0.476747,21.4786,2.89897,1.68049,1
118,0.108327,0.414926,0.476747,21.484,2.8994,1.6799,1
119,0.108327,0.414926,0.476747,21.5458,2.87528,1.71103,1
120,0.932343,0.0314834,0.0361741,20.4027,9.82346,1.04014,0
121,0.932343,0.0314834,0.0361741,20.4027,9.82346,1.04014,1
122,0.932343,0.0314834,0.0361741,20.4027,9.82346,1.04014,1
123,0.115777,0.41146,0.472764,21.5265,2.83369,1.73125,0
124,0.115777,0.41146,0.472764,21.5265,2.83369,1.73125,1
125,0.115777,0.41146,0.472764,21.6483,2.83185,1.75022,1
126,0.115777,0.41146,0.472764,21.5265,2.83369,1.73125,1
127,0.115777,0.41146,0.472764,21.5114,2.83246,1.73313,1
128,0.115777,0.41146,0.472764,21.5262,2.83369,1.73116,1
129,0.115777,0.41146,0.472764,21.6676,2.84056,1.73058,1
130,0.130097,0.404796,0.465107,21.4177,3.05031,1.59707,0
131,0.130097,0.404796,0.465107,21.4177,3.05031,1.59707,1
132,0.130097,0.404796,0.465107,21.4215,3.05064,1.5964,1
133,0.130097,0.404796,0.465107,21.4177,3.05031,1.59707,1
134,0.130097,0.404796,0.465107,21.4494,3.05246,1.59497,1
135,0.937779,0.0289536,0.0332674,20.5199,7.61649,1.12612,0
136,0.937779,0.0289536,0.0332674,20.5113,8.05844,1.08693,1
137,0.115777,0.41146,0.472764,21.46,2.93508,1.66953,0
138,0.115777,0.41146,0.472764,21.46,2.93508,1.66953,1
139,0.115777,0.41146,0.472764,21.46,2.93508,1.66953,1
140,0.115777,0.41146,0.472764,21.5646,2.95793,1.6471,1
141,0.115777,0.41146,0.472764,21.4613,2.93425,1.67228,1
142,0.115777,0.41146,0.472764,21.6005,2.79313,1.76338,1
143,0.115777,0.41146,0.472764,21.524,2.89566,1.69316,0
144,0.115777,0.41146,0.472764,21.524,2.89566,1.69316,1
145,0.115777,0.41146,0.472764,21.524,2.89566,1.69316,1
146,0.115777,0.41146,0.472764,21.5935,2.93919,1.65412,1
147,0.115777,0.41146,0.472764,21.5218,2.89579,1.6924,1
148,0.115777,0.41146,0.472764,21.5237,2.89631,1.69107,1
149,0.115777,0.41146,0.472764,21.5346,2.91766,1.67115,1
150,0.115777,0.41146,0.472764,21.5377,2.91787,1.67084,1
151,0.115777,0.41146,0.472764,21.429,2.90282,1.6921,0
152,0.115777,0.41146,0.472764,21.429,2.90282,1.6921,1
153,0.115777,0.41146,0.472764,21.429,2.90282,1.6921,1
154,0.115777,0.41146,0.472764,21.4097,2.8903,1.71087,1
155,0.115777,0.41146,0.472764,21.4154,2.89057,1.71081,1
156,0.115777,0.41146,0.472764,21.4644,2.94799,1.64851,0
157,0.115777,0.41146,0.472764,21.4644,2.94799,1.64851,1
158,0.115777,0.41146,0.472764,21.4644,2.94799,1.64851,1
159,0.115777,0.41146,0.472764,21.4968,2.94723,1.6545,1
160,0.115777,0.41146,0.472764,21.5107,2.94995,1.64829,1
161,0.115777,0.41146,0.472764,21.5861,2.82977,1.72909,0
162,0.115777,0.41146,0.472764,21.5861,2.82977,1.72909,1
163,0.115777,0.41146,0.472764,21.8107,2.84107,1.72771,1
164,0.115777,0.41146,0.472764,21.5861,2.82977,1.72909,1
165,0.115777,0.41146,0.472764,21.5883,2.82986,1.72908,1
166,0.115777,0.41146,0.472764,21.5158,2.83202,1.75521,0
167,0.115777,0.41146,0.472764,21.5158,2.83202,1.75521,1
168,0.115777,0.41146,0.472764,21.5158,2.83202,1.75521,1
169,0.115777,0.41146,0.472764,21.5182,2.83198,1.75571,1
