ID,W_Dist,W_Risk,W_Time,Cost_Dist,Cost_Risk,Cost_Time,Is_Harvested
0,1,0,0,20.0154,0.959798,10.0077,0
1,0,1,0,20.3631,0.959532,10.1816,0
2,0,0,1,24.5904,2.81677,2.21509,0
3,0,0.53724,0.46276,21.6229,1.02171,0.456258,0
4,0,0.53724,0.46276,21.6229,1.02171,0.456258,1
5,0,0.53724,0.46276,21.5599,1.01754,0.48512,1
6,0,0.53724,0.46276,21.5644,1.02028,0.458707,1
7,0,0.53724,0.46276,21.6229,1.02171,0.456258,1
8,0,0.53724,0.46276,21.6285,1.02184,0.456253,1
9,0.865953,0.0720156,0.0620317,20.0807,0.979999,0.721315,0
10,0.865953,0.0720156,0.0620317,20.0807,0.979999,0.721315,1
11,0.865953,0.0720156,0.0620317,20.2431,0.982341,0.62963,1
12,0.865953,0.0720156,0.0620317,20.0807,0.979999,0.721315,1
13,0.865953,0.0720156,0.0620317,20.1074,0.980271,0.7125,1
14,0.865953,0.0720156,0.0620317,20.0845,0.98325,0.680897,0
15,0.865953,0.0720156,0.0620317,20.0845,0.98325,0.680897,1
16,0.865953,0.0720156,0.0620317,20.0845,0.98325,0.680897,1
17,0.865953,0.0720156,0.0620317,20.1767,0.984318,0.67656,1
18,0.865953,0.0720156,0.0620317,20.071,0.983096,0.681212,1
19,0,0.977411,0.0225887,20.1318,0.982368,0.637878,0
20,0,0.977411,0.0225887,20.1318,0.982368,0.637878,1
21,0,0.977411,0.0225887,20.1318,0.982368,0.637878,1
22,0,0.977411,0.0225887,20.4788,0.986829,0.621496,1
23,0,0.977411,0.0225887,20.1247,0.98219,0.641322,1
24,0,0.977411,0.0225887,20.162,0.982725,0.635447,1
25,0,0.991425,0.00857468,20.112,0.980347,0.645447,0
26,0,0.991425,0.00857468,20.112,0.980347,0.645447,1
27,0,0.991425,0.00857468,20.112,0.980347,0.645447,1
28,0,0.991425,0.00857468,20.1005,0.980216,0.649857,1
29,0,0.991425,0.00857468,20.1661,0.981005,0.643387,1
30,0,0.992172,0.00782794,20.0838,0.980187,0.704377,0
31,0,0.992172,0.00782794,20.0838,0.980187,0.704377,1
32,0,0.992172,0.00782794,20.0838,0.980187,0.704377,1
33,0,0.992172,0.00782794,20.085,0.9802,0.70434,1
34,0,0.992184,0.00781619,20.1724,0.981773,0.725403,0
35,0,0.99157,0.00842983,20.0681,0.980804,0.670894,0
36,0,0.99157,0.00842983,20.0681,0.980804,0.670894,1
37,0,0.99157,0.00842983,20.0681,0.980804,0.670894,1
38,0,0.99157,0.00842983,20.0895,0.981056,0.665083,1
39,0,0.99198,0.00801976,20.0708,0.979431,0.695889,0
40,0,0.99198,0.00801976,20.0516,0.979198,0.695404,1
41,0,0.99198,0.00801976,20.0915,0.97964,0.689756,1
42,0,0.992241,0.00775942,20.1148,0.983104,0.638141,0
43,0,0.992241,0.00775942,20.1148,0.983104,0.638141,1
44,0,0.992241,0.00775942,20.1148,0.983104,0.638141,1
45,0,0.992241,0.00775942,20.1811,0.983936,0.625415,1
46,0,0.992241,0.00775942,20.1525,0.983563,0.63724,1
47,0,0.991151,0.00884906,20.0855,0.978971,0.669955,0
48,0,0.991151,0.00884906,20.0788,0.97908,0.654545,1
49,0,0.991151,0.00884906,20.0788,0.978892,0.66987,1
50,0,0.992474,0.00752584,20.0854,0.979936,0.67768,0
51,0,0.992299,0.00770071,20.1088,0.979229,0.710685,0
52,0,0.992539,0.00746133,20.0904,0.981302,0.717951,0
53,0,0.991754,0.00824629,20.1326,0.98142,0.685623,0
54,0,0.991754,0.00824629,20.1987,0.982228,0.641099,1
55,0,0.991737,0.00826293,20.2123,0.981823,0.707302,0
56,0,0.991567,0.00843269,20.2906,0.992371,0.756143,0
57,0,0.987563,0.0124371,20.2833,0.988373,0.679127,0
58,0,0.989148,0.0108517,20.0937,0.980721,0.678791,0
59,0,0.992005,0.00799543,20.1208,0.981544,0.700771,0
60,0,0.991678,0.0083223,20.1377,0.983923,0.679821,0
61,0,0.990807,0.0091934,20.095,0.989286,0.658123,0
62,0,0.988833,0.0111671,20.1325,0.981238,0.713999,0
63,0,0.991781,0.00821886,20.1096,0.980901,0.710078,0
64,0,0.991911,0.00808899,20.0724,0.98071,0.694969,0
65,0,0.991911,0.00808899,20.0702,0.980683,0.694471,1
66,0,0.991995,0.00800478,20.0703,0.980059,0.662517,0
67,0,0.991995,0.00800478,20.0703,0.980059,0.662517,1
68,0,0.991995,0.00800478,20.1011,0.980508,0.635991,1
69,0,0.991995,0.00800478,20.2149,0.981884,0.634816,1
70,0,0.991995,0.00800478,20.0703,0.98006,0.662509,1
71,0,0.991995,0.00800478,20.0703,0.980059,0.662517,1
72,0,0.992266,0.00773445,20.0808,0.982388,0.718598,0
73,0,0.991345,0.00865472,20.1186,0.986765,0.670675,0
74,0,0.989756,0.0102438,20.0718,0.982309,0.680765,0
75,0,0.991409,0.0085911,20.0883,0.981996,0.657095,0
76,0,0.991547,0.00845337,20.0847,0.97887,0.710835,0
77,0,0.991547,0.00845337,20.0847,0.97887,0.710835,1
78,0,0.991547,0.00845337,20.0846,0.978869,0.710841,1
79,0,0.991547,0.00845337,20.0847,0.97887,0.710835,1
80,0,0.992667,0.00733313,20.1094,0.979025,0.709271,0
