Length, Cost1, Paths.x, Paths.y ,Fitness, 
26.2542,30058.4,"19.7368;16.3172;14.0648;12.6959;8.78542;11.2993;5.40868;5.69448;4.84578;4.51035;4.88722;4.28658;4.40669;2.91152;1.49552","1.40289;-0.14632;1.47051;0.85725;0.694952;0.508209;0.13094;-0.897408;7.28294;5.82093;4.36904;2.99455;1.49937;1.37904;0.88414",6.60536
40.4871,21.6723,"19.7368;17.4783;10.5701;2.87681;2.26208;3.66938;2.91152;1.49552","1.40289;10.2266;11.9954;16.2084;10.0122;2.67351;1.37904;0.88414",14.0214
