Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.1717,86.1769, 10.0858, 0
-2,0,1, 0, 53.6036,0.330123, 26.8018, 0
-1,0,0, 1, 25.0371,265.625, 2.16954, 0
0,0,0.30420626.3063,62.1471,13.1532, 0.355969
1,0,0.34852426.4799,113.409,13.24, 0.39699
2,0,0.41887124.2615,48.9872,12.1308, 0.462104
3,0,0.31304823.5745,32.7079,11.7872, 0.364153
4,0,0.29039625.2631,93.7587,12.6315, 0.343186
5,0,0.37628425.6303,4.53141,12.8151, 0.422685
6,0,0.28779524.2996,29.0107,12.1498, 0.340779
7,0,0.29479627.0637,3.45562,13.5318, 0.347259
8,0,0.30046725.4587,32.5496,12.6802, 0.352508
9,0,0.30888230.0275,4.3375,4.47504, 0.360297
10,0.441488,0.55851226.4309,19.7991,12.2162, 0.284815
11,0,0.31304823.9234,48.3229,11.9617, 0.280465
12,0,0.30872525.7819,71.8363,12.891, 0.277619
13,0,0.31304826.9735,2.42979,13.4867, 0.280465
14,0,0.28779527.4304,44.0301,13.7152, 0.272922
15,0,0.28779524.5818,57.6882,12.2909, 0.272922
16,0,0.28779526.0733,3.2341,13.0366, 0.272922
17,0,0.28779524.6055,178.514,12.3028, 0.272922
18,0,0.28779529.7964,2.36231,14.8982, 0.272922
19,0,0.28779528.9192,2.35489,14.4596, 0.272922
