Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.1717,86.1769, 10.0858, 0
-2,0,1, 0, 53.6036,0.330123, 26.8018, 0
-1,0,0, 1, 25.0371,265.625, 2.16954, 0
0,0,0.30420627.8883,2.83516,13.9442, 0.355969
1,0,0.30750927.5378,15.7543,10.9424, 0.359026
2,0,0.25813824.9373,35.8729,12.4686, 0.313328
3,0,0.30760726.1201,115.74,11.9268, 0.359118
4,0,0.39216126.6975,3.63853,13.3487, 0.437381
5,0,0.29720925.7673,11.4305,12.8837, 0.349493
6,0,0.29464724.2982,12.8985,12.1491, 0.347121
7,0,0.28127327.8313,3.48105,13.9157, 0.334743
8,0,0.30751728.5417,9.05201,14.2709, 0.359034
9,0,0.31854225.916,3.82901,12.958, 0.369238
10,0,0.28998226.5752,2.99147,13.2876, 0.342804
11,0,0.29555127.0228,32.5627,13.5114, 0.347958
12,0,0.32537225.2556,3.93392,12.6278, 0.375561
13,0,0.28370530.7355,2.55047,15.3677, 0.336994
14,0,0.33209226.0096,100.182,13.0048, 0.38178
15,0,0.39359924.8728,3.08601,12.4364, 0.438712
16,0,0.27931525.0874,40.3959,12.5437, 0.33293
17,0,0.31341925.1179,36.747,12.559, 0.364497
18,0,0.31028529.2966,69.379,5.31439, 0.361596
19,0,0.29720929.6786,139.661,4.45246, 0.280566
