Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
224,0.566887,0.234442,0.198671, 20.9133,2.53052,10.4567, 0.15831
225,0.57194,0.236531,0.191529, 20.8563,2.69202,10.4281, 0.152619
226,0.56822,0.234993,0.196788, 20.8895,2.59178,10.4448, 0.15681
227,0.570468,0.235923,0.193609, 20.9214,2.51307,10.4607, 0.154277
228,0.57208,0.236589,0.191331, 20.9103,2.53741,10.4551, 0.152173
229,0.57177,0.236461,0.191768, 20.8775,2.62866,10.4388, 0.15281
230,0.569619,0.235572,0.19481, 20.9215,2.51533,10.4607, 0.155234
231,0.572234,0.236653,0.191113, 20.8306,2.76158,10.4153, 0.152214
232,0.566765,0.234391,0.198844, 20.8832,2.6115,10.4416, 0.158448
233,0.570011,0.235734,0.194255, 20.8469,2.71879,10.4235, 0.154792
234,0.56765,0.234757,0.197593, 20.9187,2.5137,10.4594, 0.157451
235,0.572086,0.236592,0.191322, 20.8762,2.62873,10.4381, 0.152175
236,0.569617,0.235571,0.194812, 20.879,2.6221,10.4395, 0.155235
237,0.569768,0.235633,0.194599, 20.8738,2.63682,10.4369, 0.155066
238,0.569435,0.235495,0.19507, 20.9001,2.56276,10.45, 0.155441
239,0.571156,0.236207,0.192637, 20.8828,2.61231,10.4414, 0.153503
240,0.569992,0.235726,0.194282, 20.8985,2.56851,10.4492, 0.154813
241,0.571018,0.23615,0.192832, 20.8488,2.72015,10.4244, 0.153658
242,0.567621,0.234746,0.197633, 20.8981,2.57262,10.449, 0.157484
243,0.57092,0.23611,0.19297, 20.8674,2.65094,10.4337, 0.153768
244,0.569118,0.235365,0.195517, 20.9212,2.51025,10.4606, 0.155797
245,0.571887,0.23651,0.191603, 20.8712,2.65016,10.4356, 0.152122
246,0.569136,0.235372,0.195492, 20.89,2.59182,10.445, 0.155778
247,0.570467,0.235922,0.19361, 20.8826,2.62685,10.4413, 0.154278
248,0.56966,0.235589,0.194752, 20.8742,2.64242,10.4371, 0.155187
249,0.569309,0.235443,0.195248, 20.8507,2.7029,10.4253, 0.155583
250,0.567987,0.234897,0.197117, 20.9038,2.56268,10.4519, 0.157072
251,0.571158,0.236208,0.192635, 20.8973,2.5791,10.4486, 0.1535
252,0.570766,0.236046,0.193187, 20.9364,2.47212,10.4682, 0.153941
253,0.56952,0.235531,0.19495, 20.8847,2.60519,10.4423, 0.151492
254,0.570156,0.235794,0.19405, 20.9011,2.56408,10.4505, 0.154628
255,0.571124,0.236194,0.192682, 20.8986,2.59032,10.4493, 0.153538
256,0.570502,0.235937,0.193561, 20.9065,2.54506,10.4533, 0.154238
257,0.571583,0.236384,0.192033, 20.8789,2.62874,10.4395, 0.153021
258,0.569617,0.235571,0.194812, 20.8517,2.70376,10.4258, 0.155236
259,0.567968,0.234889,0.197143, 20.8972,2.57814,10.4486, 0.157093
260,0.570789,0.236056,0.193155, 20.8392,2.73563,10.4196, 0.153915
261,0.567298,0.234612,0.19809, 20.8597,2.67536,10.4299, 0.157848
262,0.56858,0.235142,0.196277, 20.9129,2.53365,10.4564, 0.156403
263,0.571862,0.236499,0.191638, 20.8703,2.64797,10.4351, 0.152706
264,0.569185,0.235392,0.195423, 20.9236,2.50311,10.4618, 0.155723
265,0.571436,0.236323,0.19224, 20.8962,2.57903,10.4481, 0.152002
266,0.570768,0.236047,0.193185, 20.8392,2.7379,10.4196, 0.153939
267,0.567251,0.234592,0.198157, 20.8706,2.64976,10.4353, 0.157901
268,0.569145,0.235376,0.19548, 20.8881,2.59809,10.444, 0.155768
269,0.570321,0.235862,0.193817, 20.8969,2.57547,10.4485, 0.154443
270,0.570852,0.236082,0.193066, 20.919,2.51478,10.4595, 0.153844
271,0.572164,0.236624,0.191212, 20.8758,2.64004,10.4379, 0.152196
272,0.569362,0.235465,0.195172, 20.8553,2.69697,10.4277, 0.155523
273,0.568113,0.234949,0.196938, 20.8707,2.64954,10.4354, 0.156929
274,0.569149,0.235377,0.195473, 20.8671,2.65346,10.4335, 0.155762
275,0.569062,0.235341,0.195596, 20.8717,2.63924,10.4358, 0.15586
276,0.56938,0.235473,0.195147, 20.881,2.61646,10.4405, 0.155502
277,0.569897,0.235687,0.194417, 20.9204,2.50876,10.4602, 0.15492
278,0.571777,0.236464,0.191759, 20.8773,2.63224,10.4387, 0.152093
279,0.569538,0.235538,0.194924, 20.9166,2.51888,10.4583, 0.155325
280,0.572228,0.236651,0.191121, 20.8991,2.57138,10.4496, 0.152294
281,0.57095,0.236122,0.192929, 20.907,2.54799,10.4535, 0.153735
282,0.571512,0.236355,0.192133, 20.8772,2.63611,10.4386, 0.153101
283,0.569451,0.235502,0.195047, 20.8326,2.75647,10.4163, 0.155423
284,0.566869,0.234434,0.198697, 20.8596,2.68483,10.4298, 0.158331
285,0.568375,0.235057,0.196568, 20.8757,2.63512,10.4379, 0.156635
286,0.569473,0.235511,0.195016, 20.8766,2.62789,10.4383, 0.155398
287,0.569636,0.235579,0.194785, 20.8923,2.58769,10.4462, 0.155214
288,0.570564,0.235962,0.193474, 20.9136,2.52853,10.4568, 0.154169
289,0.571989,0.236552,0.191459, 20.8678,2.65426,10.4339, 0.152564
290,0.569045,0.235334,0.195621, 20.8558,2.68882,10.4279, 0.15588
291,0.568289,0.235021,0.19669, 20.8511,2.70615,10.4255, 0.156732
292,0.567917,0.234868,0.197215, 20.8682,2.65739,10.4341, 0.15715
293,0.568975,0.235305,0.195719, 20.8636,2.66159,10.4318, 0.155958
294,0.568883,0.235267,0.19585, 20.9006,2.56075,10.4503, 0.156063
295,0.571204,0.236227,0.192569, 20.8755,2.63102,10.4377, 0.153448
296,0.569565,0.23555,0.194885, 20.9359,2.47245,10.4679, 0.155294
297,0.569535,0.235537,0.194928, 20.8939,2.58139,10.447, 0.151496
298,0.570712,0.236024,0.193264, 20.8568,2.68798,10.4284, 0.154002
299,0.568307,0.235029,0.196664, 20.8842,2.6156,10.4421, 0.156712
