Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
0, 1,0,0, 20.1409,91.5554,10.0705, 0.0
0, 0,1,0, 38.7899,0.407508,19.395, 0.0
0, 0,0,1, 30.681,3.08364,2.13491, 0.0
0,0.780523,0.219477,0, 20.7794,2.95035,10.3897, 0.2185
1,0,0.50628,0.49372, 43.8811,0.539947,2.24963, 0.439374
2,0.68976,0,0.31024, 22.8898,204.849,3.00244, 0.236958
3,0.592552,0.166621,0.240827, 20.7251,3.18174,10.3625, 0.191341
4,0.587472,0.165192,0.247336, 20.7549,3.03488,10.3774, 0.196513
5,0.587309,0.165146,0.247545, 20.7152,3.20742,10.3576, 0.196678
6,0.587513,0.165204,0.247284, 20.7622,3.00753,10.3811, 0.196471
7,0.587309,0.165146,0.247545, 20.7575,3.03451,10.3787, 0.196678
8,0.587309,0.165146,0.247545, 20.7382,3.10748,10.3691, 0.196678
9,0.587349,0.165158,0.247493, 20.7571,3.03242,10.3786, 0.196637
10,0.587309,0.165146,0.247545, 20.7249,3.18024,10.3625, 0.196678
11,0.587469,0.165192,0.247339, 20.7527,3.04865,10.3763, 0.196515
12,0.587309,0.165146,0.247545, 20.7269,3.16029,10.3635, 0.196678
13,0.587437,0.165182,0.247381, 20.7382,3.10704,10.3691, 0.196548
14,0.587349,0.165158,0.247494, 20.7187,3.20368,10.3594, 0.196638
15,0.587507,0.165202,0.247291, 20.7283,3.16076,10.3641, 0.196477
16,0.587438,0.165183,0.24738, 20.7666,2.99455,10.3833, 0.196547
17,0.587309,0.165146,0.247545, 20.7333,3.13227,10.3666, 0.196678
18,0.587391,0.16517,0.24744, 20.7418,3.09474,10.3709, 0.196595
19,0.587328,0.165152,0.24752, 20.6962,3.29591,10.3481, 0.196659
20,0.587649,0.165242,0.247109, 20.7574,3.03819,10.3787, 0.196332
21,0.587309,0.165146,0.247545, 20.7221,3.1822,10.361, 0.196678
22,0.587472,0.165192,0.247335, 20.7281,3.15223,10.364, 0.196512
23,0.587424,0.165179,0.247397, 20.7491,3.06874,10.3745, 0.196561
24,0.587309,0.165146,0.247545, 20.7456,3.08345,10.3728, 0.196678
25,0.587309,0.165146,0.247545, 20.7207,3.18629,10.3603, 0.196678
26,0.587479,0.165194,0.247327, 20.709,3.24685,10.3545, 0.196505
27,0.587574,0.165221,0.247205, 20.7359,3.12965,10.3679, 0.196408
28,0.587386,0.165168,0.247445, 20.7136,3.21705,10.3568, 0.196599
29,0.587528,0.165208,0.247264, 20.7398,3.10365,10.3699, 0.196456
30,0.587343,0.165156,0.247501, 20.7338,3.13053,10.3669, 0.196644
31,0.587388,0.165169,0.247443, 20.7195,3.18835,10.3597, 0.196598
32,0.587482,0.165195,0.247323, 20.7495,3.05828,10.3747, 0.196502
33,0.587309,0.165146,0.247545, 20.7453,3.08404,10.3726, 0.196678
34,0.58731,0.165147,0.247544, 20.7607,3.02381,10.3803, 0.196678
35,0.587309,0.165146,0.247545, 20.7356,3.12295,10.3678, 0.196678
36,0.587375,0.165165,0.24746, 20.6954,3.29801,10.3477, 0.196611
37,0.587652,0.165243,0.247105, 20.7449,3.08282,10.3725, 0.196329
38,0.587309,0.165146,0.247545, 20.7815,2.9374,10.3908, 0.196678
39,0.58683,0.165012,0.248158, 20.7234,3.16597,10.3617, 0.196518
40,0.587446,0.165185,0.247369, 20.7218,3.1868,10.3609, 0.196539
41,0.58748,0.165195,0.247326, 20.726,3.17214,10.363, 0.196504
42,0.587456,0.165188,0.247356, 20.7301,3.15843,10.365, 0.196528
43,0.587434,0.165182,0.247385, 20.7552,3.05136,10.3776, 0.196551
44,0.587309,0.165146,0.247545, 20.7258,3.1771,10.3629, 0.196678
45,0.587464,0.16519,0.247346, 20.7217,3.17763,10.3608, 0.19652
46,0.587465,0.16519,0.247345, 20.733,3.13088,10.3665, 0.196519
47,0.587389,0.165169,0.247443, 20.7298,3.15739,10.3649, 0.196597
48,0.587432,0.165181,0.247387, 20.7299,3.1534,10.3649, 0.196553
49,0.587426,0.165179,0.247395, 20.7503,3.05567,10.3752, 0.196559
