Length, Risk, TravelTime, Paths.x, Paths.y, Cost, Weight
0.529541,0.849663,0.124639,"1;1.08251;1.16502;1.24753;1.33004;1.41254;1.49505;1.57756;1.66007;1.74258;1.82685;1.91287;2.00066;2.0902;2.1815;2.2728;2.3641;2.4554;2.5467;2.638;2.7293;2.82075;2.91234;3.00407;3.09595;3.18797;3.27999;3.37201;3.46419;3.55653;3.64903;3.74169;3.83451;3.92618;4.01669;4.10606;4.19427;4.2846;4.37819;4.47505;4.57517;4.67856;4.78195;4.88534;4.9885;5.09142;5.19412;5.29659;5.39884;5.50108;5.60332;5.70556;5.8078;5.91004;6.01196;6.11357;6.21486;6.31584;6.4165;6.51716;6.61782;6.71905;6.82084;6.9232;7.02613;7.13126;7.23802;7.34643;7.45646;7.56814;7.67981;7.79148;7.90316;8.01483;8.12651;8.23818;8.34841;8.45719;8.56453;8.67042;8.77487;8.87931;8.98376;9.0882;9.19265;9.2971;9.40154;9.50599;9.61043;9.71606;9.82285;9.93083;10.04;10.1503;10.2606;10.371;10.4813;10.5916;10.702;10.8123;10.9226;11.0329;11.1422;11.2504;11.3575;11.4636;11.5686;11.6736;11.7786;11.8836;11.9886;12.0936;12.1986;12.3036;12.4097;12.5169;12.6252;12.7346;12.845;12.9555;13.066;13.1765;13.2869;13.3974;13.5083;13.6196;13.7313;13.8435;13.9553;14.0663;14.1766;14.2862;14.3951;14.5039;14.6127;14.7216;14.8304;14.9393;15.0481;15.1569;15.2658;15.375;15.4847;15.5948;15.7052;15.8161;15.9244;16.03;16.1329;16.2332;16.3309;16.4285;16.5262;16.6238;16.7215;16.819;16.9164;17.0136;17.1108;17.2077;17.3047;17.4017;17.4987;17.5957;17.6927;17.7897;17.8867;17.9853;18.0855;18.1873;18.2907;18.3957;18.5005;18.6052;18.7097;18.8112;18.9097;19.0053;19.098;19.1879;19.2778;19.3677;19.4576;19.5475;19.6374;19.7273;19.8172;19.9071;19.9973;20.0877;20.1785;20.2695;20.3608;20.4521;20.5434;20.6347;20.7261;20.8174;20.9087;21","15;14.9324;14.8648;14.7972;14.7296;14.662;14.5944;14.5268;14.4593;14.3917;14.3252;14.2598;14.1954;14.1322;14.0701;14.008;13.9459;13.8837;13.8216;13.7595;13.6974;13.6374;13.5796;13.5239;13.4704;13.419;13.3676;13.3162;13.2652;13.2144;13.164;13.114;13.0642;13.0158;12.9687;12.9229;12.8784;12.8348;12.7907;12.7462;12.7013;12.6558;12.6104;12.565;12.5211;12.4786;12.4376;12.3981;12.3601;12.3221;12.2841;12.2461;12.2081;12.1701;12.1342;12.1004;12.0686;12.039;12.0114;11.9839;11.9563;11.9288;11.9012;11.8737;11.8462;11.8195;11.7937;11.7687;11.7444;11.721;11.6977;11.6743;11.6509;11.6275;11.6041;11.5807;11.5592;11.5397;11.5221;11.5065;11.4928;11.4791;11.4654;11.4517;11.438;11.4243;11.4106;11.3969;11.3832;11.3715;11.3618;11.3541;11.3484;11.3447;11.341;11.3372;11.3335;11.3298;11.3261;11.3224;11.3186;11.3149;11.3133;11.3137;11.3162;11.3207;11.3273;11.334;11.3406;11.3472;11.3538;11.3604;11.3671;11.3737;11.3822;11.3925;11.4047;11.4188;11.4347;11.4506;11.4665;11.4824;11.4984;11.5143;11.5308;11.5479;11.5655;11.5837;11.6039;11.6254;11.6482;11.6724;11.6979;11.7234;11.7489;11.7744;11.7999;11.8255;11.851;11.8765;11.902;11.929;11.9574;11.9874;12.0188;12.0517;12.0853;12.1196;12.1546;12.1903;12.2267;12.2632;12.2996;12.336;12.3724;12.4106;12.4506;12.4923;12.5358;12.581;12.6263;12.6715;12.7168;12.762;12.8072;12.8525;12.8977;12.9458;12.9967;13.0503;13.1068;13.1661;13.2259;13.2862;13.3469;13.4081;13.4699;13.5316;13.5933;13.655;13.7167;13.7785;13.8402;13.9019;13.9636;14.0253;14.0871;14.1488;14.2127;14.2789;14.3472;14.4178;14.4906;14.5633;14.6361;14.7089;14.7817;14.8544;14.9272;15",0.124639,"0;0;1"
0.559267,0.651341,0.12572,"1;1.07745;1.1549;1.23234;1.30979;1.38724;1.46469;1.54214;1.61958;1.69703;1.77628;1.85733;1.94017;2.02481;2.11126;2.19615;2.27948;2.36127;2.4415;2.52228;2.60516;2.69013;2.7772;2.86636;2.95553;3.0447;3.13386;3.22303;3.31219;3.40136;3.49053;3.57969;3.66983;3.76093;3.853;3.94604;4.04004;4.13405;4.22805;4.32206;4.41606;4.51007;4.60407;4.69808;4.7925;4.88733;4.98257;5.07822;5.17429;5.27035;5.36642;5.46248;5.55963;5.65785;5.75715;5.85753;5.95899;6.06045;6.16191;6.26337;6.36483;6.46629;6.56775;6.67314;6.78247;6.89572;7.01291;7.13131;7.24697;7.3599;7.4701;7.57757;7.68504;7.79251;7.90031;8.00845;8.11693;8.22574;8.33489;8.44403;8.55318;8.66233;8.77396;8.88807;9.00465;9.12372;9.24527;9.36682;9.48853;9.6104;9.73244;9.85464;9.97699;10.0994;10.2198;10.3384;10.4541;10.5669;10.6769;10.786;10.8942;11.0024;11.1105;11.231;11.3541;11.4799;11.6083;11.7394;11.8609;11.981;12.0998;12.2173;12.3335;12.4483;12.5632;12.6781;12.7927;12.9071;13.0213;13.1353;13.249;13.3627;13.4764;13.5901;13.7038;13.8176;13.9313;14.0431;14.1531;14.2613;14.3676;14.472;14.5765;14.6792;14.7803;14.8796;14.9797;15.0805;15.1837;15.2893;15.3973;15.5041;15.6097;15.7141;15.8173;15.9193;16.0212;16.1232;16.2252;16.3272;16.4289;16.5304;16.6316;16.7325;16.8332;16.9339;17.0346;17.1353;17.236;17.3379;17.441;17.5453;17.6508;17.7574;17.8612;17.962;18.0599;18.1548;18.2469;18.3389;18.4309;18.5229;18.615;18.707;18.799;18.891;18.9829;19.0748;19.1648;19.2531;19.3397;19.4245;19.5077;19.5908;19.6751;19.7605;19.847;19.9346;20.0234;20.1122;20.201;20.2897;20.3785;20.4673;20.5561;20.6449;20.7337;20.8224;20.9112;21","15;14.9207;14.8413;14.762;14.6826;14.6033;14.5239;14.4446;14.3652;14.2859;14.2064;14.1267;14.0469;13.967;13.8868;13.8084;13.7316;13.6565;13.583;13.5115;13.4403;13.3694;13.2989;13.2286;13.1584;13.0881;13.0178;12.9476;12.8773;12.8071;12.7368;12.6665;12.5982;12.5317;12.4672;12.4045;12.3437;12.2829;12.2222;12.1614;12.1006;12.0399;11.9791;11.9183;11.8592;11.8017;11.7459;11.6916;11.6391;11.5865;11.5339;11.4814;11.4303;11.3806;11.3324;11.2856;11.2403;11.195;11.1496;11.1043;11.059;11.0137;10.9684;10.9231;10.878;10.8329;10.7879;10.7446;10.7028;10.6626;10.6239;10.5868;10.5497;10.5126;10.4778;10.4454;10.4154;10.3877;10.3624;10.3371;10.3117;10.2864;10.2615;10.2368;10.2126;10.1887;10.1651;10.1415;10.1203;10.1014;10.0848;10.0705;10.0586;10.0467;10.0355;10.025;10.0168;10.0108;10.0071;10.0048;10.0041;10.0033;10.0025;10.0037;10.0069;10.0122;10.0195;10.0289;10.0385;10.0492;10.0611;10.074;10.0881;10.1032;10.1184;10.1336;10.1514;10.1719;10.1949;10.2206;10.2489;10.2773;10.3056;10.3339;10.3622;10.3905;10.4189;10.4479;10.4778;10.5084;10.5398;10.5719;10.604;10.6368;10.6701;10.704;10.7406;10.7798;10.8211;10.8643;10.9096;10.9564;11.0046;11.0544;11.1056;11.1583;11.2111;11.2638;11.3165;11.3692;11.4233;11.4786;11.5353;11.5933;11.6526;11.7119;11.7712;11.8305;11.8898;11.9511;12.0144;12.0797;12.1471;12.2164;12.2853;12.3537;12.4216;12.4891;12.5561;12.6231;12.6901;12.7571;12.824;12.891;12.958;13.0262;13.0955;13.166;13.2378;13.3108;13.384;13.4574;13.5308;13.6043;13.6809;13.7607;13.8436;13.9296;14.0188;14.108;14.1972;14.2864;14.3756;14.4648;14.554;14.6432;14.7324;14.8216;14.9108;15",0.130976,"0;0.01;0.99"
0.595308,0.45415,0.128585,"1;1.07455;1.14909;1.22364;1.29818;1.37273;1.44727;1.52182;1.59636;1.67091;1.74545;1.82;1.89455;1.96909;2.04364;2.11913;2.19557;2.27296;2.3513;2.43058;2.50987;2.58916;2.66844;2.74773;2.82701;2.90913;2.99409;3.08188;3.1725;3.26596;3.35942;3.45288;3.54633;3.63979;3.73325;3.82671;3.91911;4.01044;4.10071;4.18993;4.27808;4.36623;4.45438;4.54436;4.63618;4.72983;4.82531;4.92292;5.02082;5.11901;5.21748;5.31625;5.41501;5.51378;5.61254;5.71141;5.81038;5.90944;6.00861;6.10788;6.21092;6.31773;6.42831;6.54266;6.66079;6.77891;6.89733;7.01604;7.13505;7.25435;7.37394;7.49453;7.6161;7.73866;7.86221;7.98675;8.11128;8.23582;8.35847;8.47922;8.59809;8.71506;8.83081;8.94723;9.06432;9.18582;9.31173;9.4414;9.57741;9.71979;9.85919;9.99561;10.1291;10.2569;10.3792;10.502;10.6253;10.7491;10.8737;10.9992;11.1249;11.2509;11.3772;11.5035;11.6321;11.7631;11.8925;12.0202;12.1464;12.2686;12.3869;12.51;12.638;12.7652;12.8916;13.0171;13.1369;13.251;13.3651;13.4793;13.5928;13.7058;13.8182;13.93;14.0413;14.1526;14.2639;14.3752;14.4861;14.5966;14.7067;14.8165;14.9258;15.0352;15.1438;15.2516;15.3587;15.465;15.5705;15.6765;15.7829;15.8898;15.9972;16.1047;16.2118;16.3186;16.425;16.5311;16.6298;16.7262;16.8203;16.9121;17.0016;17.0961;17.1905;17.284;17.3766;17.4684;17.5594;17.6496;17.7397;17.8308;17.9227;18.0155;18.1091;18.2037;18.2982;18.3927;18.4873;18.5818;18.6726;18.7598;18.8433;18.9235;19.0005;19.078;19.156;19.2345;19.313;19.3915;19.47;19.5485;19.6269;19.7054;19.7839;19.863;19.9427;20.0229;20.1038;20.1853;20.2668;20.3482;20.4297;20.5112;20.5926;20.6741;20.7556;20.8371;20.9185;21","15;14.9058;14.8115;14.7173;14.623;14.5288;14.4346;14.3403;14.2461;14.1518;14.0576;13.9634;13.8691;13.7749;13.6806;13.5878;13.4964;13.4065;13.3179;13.2308;13.1437;13.0566;12.9695;12.8824;12.7953;12.708;12.6204;12.5327;12.4447;12.3566;12.2684;12.1803;12.0921;12.004;11.9158;11.8277;11.7424;11.6601;11.5806;11.504;11.4303;11.3567;11.283;11.2094;11.136;11.0627;10.9895;10.9187;10.8503;10.7843;10.7206;10.6592;10.5978;10.5364;10.4751;10.4143;10.3541;10.2944;10.2354;10.177;10.119;10.0614;10.0043;9.94762;9.89139;9.83517;9.78009;9.72617;9.6734;9.62178;9.57132;9.52318;9.47737;9.43389;9.39273;9.3539;9.31508;9.27625;9.23816;9.20082;9.16423;9.12837;9.09439;9.06154;9.02983;8.99991;8.97179;8.94434;8.91794;8.89259;8.87058;8.85192;8.8366;8.82424;8.81484;8.80663;8.79959;8.79373;8.79038;8.78952;8.79;8.79179;8.79491;8.79803;8.8035;8.81132;8.82159;8.8343;8.84947;8.86473;8.88009;8.89802;8.91852;8.94167;8.96746;8.99591;9.02443;9.05302;9.08162;9.11022;9.1408;9.17335;9.20789;9.24441;9.2829;9.3214;9.35989;9.39839;9.43889;9.4814;9.52591;9.57243;9.62095;9.66948;9.71847;9.76794;9.81789;9.8683;9.91919;9.97146;10.0251;10.0801;10.1365;10.1965;10.2585;10.3227;10.389;10.4574;10.5221;10.5866;10.651;10.7151;10.7791;10.8484;10.9192;10.9913;11.0646;11.1393;11.2136;11.2876;11.3616;11.4379;11.5166;11.5976;11.681;11.7667;11.8524;11.9381;12.0238;12.1095;12.1942;12.2779;12.3605;12.444;12.5283;12.6144;12.7023;12.7921;12.8818;12.9715;13.0612;13.1509;13.2406;13.3303;13.4201;13.5134;13.6103;13.7108;13.815;13.9227;14.0304;14.1381;14.2459;14.3536;14.4613;14.5691;14.6768;14.7845;14.8923;15",0.135096,"0;0.02;0.98"
0.630792,0.309493,0.132226,"1;1.06909;1.13818;1.20726;1.27635;1.34544;1.41573;1.48722;1.55991;1.6338;1.70889;1.78398;1.85907;1.93416;2.00925;2.08434;2.15943;2.23463;2.30994;2.38536;2.46089;2.53653;2.61217;2.68565;2.75698;2.82945;2.90309;2.97787;3.05598;3.13739;3.21881;3.30022;3.38164;3.46305;3.54558;3.62922;3.71397;3.79984;3.88682;3.97379;4.06077;4.14775;4.23473;4.32171;4.41002;4.49967;4.59065;4.68296;4.77662;4.87027;4.96392;5.05757;5.15122;5.2472;5.34551;5.44653;5.55026;5.6567;5.76353;5.87074;5.97794;6.08515;6.19349;6.30296;6.41356;6.52529;6.63818;6.75111;6.86408;6.97708;7.09012;7.20315;7.31619;7.44289;7.57038;7.69865;7.82772;7.95757;8.07455;8.19154;8.30852;8.4255;8.54248;8.66382;8.78952;8.91716;9.04675;9.17828;9.30703;9.433;9.5586;9.68384;9.80871;9.93358;10.0585;10.1827;10.3064;10.4294;10.5519;10.6737;10.7956;10.9186;11.0426;11.1678;11.3043;11.4492;11.5941;11.7388;11.8834;12.0177;12.1444;12.2712;12.3973;12.5228;12.6476;12.7717;12.8952;13.019;13.1432;13.2677;13.3926;13.5178;13.6416;13.7641;13.8852;14.005;14.1234;14.2418;14.3624;14.4852;14.6103;14.7375;14.8634;14.9857;15.1045;15.2199;15.3316;15.4434;15.5552;15.6655;15.7742;15.8815;15.9882;16.0942;16.2012;16.3089;16.4176;16.5236;16.627;16.7278;16.8261;16.9217;17.0173;17.1128;17.2083;17.3037;17.399;17.4942;17.5892;17.6845;17.7799;17.8755;17.9713;18.0673;18.1633;18.2593;18.3545;18.4488;18.5422;18.6348;18.7265;18.8182;18.9078;18.9952;19.0805;19.1637;19.2448;19.3258;19.4069;19.488;19.569;19.6501;19.7312;19.8122;19.8933;19.9744;20.0536;20.131;20.2066;20.2804;20.3524;20.4243;20.4963;20.5682;20.6402;20.7122;20.7841;20.8561;20.928;21","15;14.894;14.7879;14.6819;14.5758;14.4698;14.3625;14.2539;14.144;14.0329;13.9205;13.8081;13.6957;13.5833;13.4708;13.3584;13.246;13.1355;13.0268;12.92;12.8151;12.712;12.609;12.5113;12.4191;12.3289;12.241;12.1552;12.0662;11.974;11.8817;11.7895;11.6973;11.605;11.5136;11.4229;11.3329;11.2437;11.1553;11.0669;10.9785;10.8901;10.8017;10.7133;10.6261;10.5402;10.4555;10.3722;10.29;10.2079;10.1257;10.0436;9.96146;9.88066;9.80118;9.72301;9.64614;9.57059;9.495;9.4194;9.34379;9.26818;9.19497;9.12414;9.05572;8.98968;8.92743;8.86657;8.80711;8.74904;8.69235;8.63567;8.57899;8.51847;8.46096;8.40643;8.35491;8.30638;8.26467;8.22297;8.18127;8.13957;8.09787;8.0575;8.01847;7.98263;7.94999;7.92055;7.89507;7.87356;7.85415;7.83684;7.82164;7.80643;7.79123;7.778;7.76676;7.75749;7.7502;7.74489;7.73958;7.7361;7.73444;7.73461;7.73791;7.7452;7.7548;7.76672;7.78096;7.79621;7.81162;7.82702;7.84495;7.86538;7.88834;7.91381;7.9418;7.97225;8.00517;8.04055;8.0784;8.11871;8.15975;8.20151;8.244;8.28722;8.33116;8.3751;8.4218;8.47126;8.52347;8.57844;8.63615;8.69383;8.7515;8.80914;8.86677;8.92439;8.98202;9.04134;9.10237;9.16509;9.23115;9.30054;9.37157;9.44424;9.51854;9.59386;9.67022;9.7476;9.82601;9.90544;9.98487;10.0643;10.1449;10.2267;10.3096;10.3936;10.4789;10.5668;10.6575;10.7509;10.8471;10.946;11.0448;11.1437;11.2438;11.3451;11.4477;11.5514;11.6563;11.7613;11.8675;11.975;12.0839;12.194;12.3054;12.4168;12.5282;12.6396;12.751;12.8624;12.9738;13.0851;13.1965;13.3079;13.4216;13.5374;13.6554;13.7756;13.8981;14.0205;14.1429;14.2654;14.3878;14.5102;14.6327;14.7551;14.8776;15",0.137544,"0;0.03;0.97"
0.646665,0.260286,0.134008,"1;1.06995;1.1399;1.20985;1.2798;1.34974;1.41969;1.49005;1.56081;1.63198;1.70355;1.77553;1.8475;1.91948;1.99146;2.06344;2.13542;2.2074;2.27938;2.35135;2.42333;2.49649;2.57082;2.64634;2.72303;2.8009;2.87877;2.95664;3.03451;3.11238;3.19025;3.26812;3.34599;3.42386;3.49264;3.56492;3.64071;3.72;3.8028;3.89819;3.99358;4.08897;4.18436;4.27975;4.37514;4.47053;4.56612;4.66191;4.75791;4.85411;4.95051;5.05191;5.1539;5.25649;5.35968;5.46346;5.56354;5.66431;5.76577;5.86793;5.97193;6.0771;6.18344;6.29094;6.39961;6.50828;6.6186;6.73057;6.84418;6.95944;7.07636;7.19327;7.31018;7.42709;7.54401;7.66493;7.78986;7.91881;8.05176;8.18873;8.32174;8.45079;8.57756;8.70204;8.82422;8.94807;9.07359;9.19911;9.32858;9.46202;9.59942;9.73905;9.88092;10.0211;10.1595;10.2962;10.432;10.5669;10.6974;10.8235;10.9452;11.0615;11.1726;11.2861;11.4021;11.5207;11.6437;11.771;11.8984;12.0257;12.1512;12.2748;12.3965;12.5225;12.653;12.7898;12.9283;13.0688;13.2047;13.3362;13.4633;13.5904;13.7153;13.8381;13.9588;14.0774;14.1955;14.3153;14.4367;14.5584;14.6802;14.8005;14.9194;15.0368;15.1549;15.2739;15.3935;15.514;15.6351;15.7563;15.8747;15.9904;16.104;16.2155;16.325;16.4352;16.5462;16.6571;16.7681;16.879;16.9881;17.0954;17.2008;17.3043;17.4061;17.5078;17.6082;17.7074;17.8053;17.902;17.9974;18.0909;18.1826;18.2725;18.3606;18.4468;18.533;18.6192;18.7038;18.7866;18.8678;18.9473;19.0251;19.1029;19.1807;19.2584;19.3362;19.414;19.4918;19.5688;19.645;19.7204;19.795;19.8688;19.9426;20.0164;20.0903;20.1641;20.2379;20.3086;20.3762;20.4407;20.5052;20.5695;20.6368;20.707;20.7803;20.8535;20.9268;21","15;14.8847;14.7694;14.654;14.5387;14.4234;14.3081;14.1929;14.0779;13.963;13.8483;13.7337;13.6191;13.5045;13.39;13.2754;13.1608;13.0462;12.9317;12.8171;12.7025;12.5899;12.4793;12.3707;12.2641;12.1595;12.0549;11.9502;11.8456;11.741;11.6364;11.5318;11.4271;11.3225;11.2323;11.1428;11.054;10.9658;10.8783;10.7771;10.6759;10.5746;10.4734;10.3722;10.271;10.1697;10.072;9.97773;9.88694;9.79963;9.71579;9.62984;9.54502;9.46133;9.37877;9.29733;9.22015;9.14397;9.06879;8.99462;8.9225;8.85142;8.78139;8.7124;8.64445;8.5765;8.51077;8.44726;8.38597;8.32691;8.27006;8.21321;8.15637;8.09952;8.04268;7.9872;7.93309;7.88036;7.82899;7.77899;7.73245;7.68937;7.64983;7.61382;7.58134;7.54894;7.51661;7.48428;7.45317;7.42328;7.39461;7.37021;7.35009;7.33302;7.31901;7.30806;7.2987;7.29093;7.28608;7.28414;7.28511;7.2879;7.29251;7.29925;7.30814;7.31916;7.33182;7.34612;7.36042;7.37471;7.38978;7.40561;7.42221;7.44192;7.46475;7.48993;7.5199;7.55467;7.59188;7.63154;7.67364;7.71575;7.75864;7.80233;7.84681;7.89209;7.94067;7.99177;8.04539;8.1018;8.16101;8.22051;8.28027;8.34032;8.40337;8.46941;8.53845;8.6105;8.68553;8.76057;8.8359;8.91151;8.989;9.06837;9.14962;9.23246;9.3169;9.40133;9.48576;9.5702;9.65622;9.74382;9.83302;9.9238;10.0162;10.1085;10.2026;10.2984;10.3959;10.4951;10.596;10.6966;10.7968;10.8966;10.996;11.0951;11.1942;11.2933;11.3932;11.494;11.5956;11.698;11.8013;11.9046;12.0079;12.1112;12.2145;12.3178;12.421;12.5276;12.6373;12.7503;12.8665;12.986;13.1054;13.2249;13.3443;13.4638;13.5832;13.6982;13.8086;13.9145;14.0261;14.1434;14.2709;14.4086;14.5564;14.7043;14.8521;15",0.139059,"0;0.04;0.96"
0.664686,0.214105,0.136128,"1;1.06908;1.13816;1.20724;1.27632;1.3454;1.41448;1.48356;1.55264;1.62172;1.6918;1.76286;1.83492;1.90798;1.98203;2.05608;2.13013;2.20418;2.27823;2.35228;2.42632;2.50063;2.5752;2.65002;2.7251;2.80044;2.87578;2.95112;3.02646;3.1018;3.17714;3.25248;3.32782;3.40315;3.47818;3.55288;3.62727;3.70135;3.77871;3.85968;3.94425;4.03243;4.12422;4.216;4.30931;4.40414;4.5005;4.59838;4.69779;4.79719;4.8966;4.99673;5.0976;5.1992;5.30153;5.40459;5.50765;5.61239;5.71881;5.82691;5.93668;6.04504;6.15352;6.26211;6.37081;6.47964;6.59283;6.70719;6.82272;6.93942;7.05729;7.17516;7.29303;7.41147;7.53048;7.65005;7.77019;7.89089;8.0116;8.1323;8.25519;8.38026;8.50752;8.63696;8.76859;8.89801;9.02523;9.15024;9.27306;9.39357;9.514;9.63434;9.75787;9.88461;10.0146;10.1524;10.298;10.4481;10.5972;10.7454;10.8882;11.0255;11.1586;11.2929;11.4283;11.5648;11.7026;11.8403;11.978;12.1157;12.2534;12.3889;12.5223;12.6534;12.7824;12.9092;13.036;13.1657;13.2984;13.4341;13.5727;13.7143;13.8545;13.9933;14.1307;14.2667;14.4014;14.5331;14.6618;14.7875;14.9102;15.0299;15.1473;15.2624;15.3752;15.4856;15.5977;15.7136;15.8333;15.9569;16.0793;16.1965;16.3086;16.4155;16.5174;16.6192;16.7236;16.8304;16.9398;17.0517;17.1617;17.2671;17.3681;17.4646;17.5597;17.6577;17.7588;17.8595;17.9599;18.057;18.1508;18.2413;18.3318;18.4192;18.5035;18.5847;18.6628;18.7378;18.8128;18.8877;18.9627;19.0377;19.1127;19.1877;19.2627;19.3378;19.4131;19.4885;19.5641;19.6398;19.7154;19.7911;19.8667;19.9421;20.0174;20.0926;20.1652;20.2355;20.3033;20.3688;20.432;20.4951;20.5582;20.6213;20.6844;20.7475;20.8107;20.8738;20.9369;21","15;14.8778;14.7556;14.6335;14.5113;14.3891;14.2669;14.1448;14.0226;13.9004;13.7787;13.6574;13.5365;13.4161;13.296;13.176;13.056;12.936;12.816;12.696;12.576;12.4583;12.3429;12.2298;12.1191;12.0106;11.9022;11.7937;11.6853;11.5768;11.4684;11.3599;11.2514;11.143;11.0371;10.9338;10.8331;10.7349;10.6368;10.5361;10.4327;10.3268;10.2184;10.1099;10.0034;9.89891;9.79642;9.69594;9.59746;9.49899;9.40051;9.30516;9.21294;9.12384;9.03788;8.95505;8.87222;8.78939;8.70656;8.62374;8.54091;8.46049;8.38237;8.30655;8.23303;8.16181;8.09257;8.02542;7.96034;7.89734;7.83642;7.7755;7.71458;7.6568;7.60214;7.55062;7.50222;7.45696;7.4117;7.36644;7.32329;7.28226;7.24333;7.20652;7.17182;7.13847;7.10646;7.07579;7.04648;7.0202;6.99562;6.97273;6.95139;6.93159;6.91164;6.89343;6.87697;6.86241;6.85162;6.8446;6.83946;6.83619;6.83791;6.84276;6.85072;6.86181;6.87601;6.89021;6.90442;6.91862;6.93283;6.94953;6.96872;6.99041;7.01459;7.04127;7.06795;7.09746;7.12981;7.16501;7.20303;7.2439;7.28847;7.33674;7.3887;7.44437;7.50373;7.56378;7.62452;7.68594;7.74806;7.81085;7.87438;7.93862;8.00359;8.06929;8.13972;8.21415;8.2926;8.37506;8.45974;8.54263;8.62374;8.70307;8.78062;8.85816;8.94108;9.02937;9.12302;9.22205;9.32318;9.42102;9.51559;9.60688;9.69929;9.79612;9.89734;10.0023;10.1109;10.2187;10.3259;10.4324;10.5388;10.6456;10.7526;10.8599;10.9675;11.0754;11.1832;11.2911;11.399;11.5069;11.6147;11.7226;11.8305;11.9414;12.0553;12.1723;12.2922;12.4152;12.5382;12.6612;12.7844;12.9079;13.0317;13.1557;13.2817;13.4094;13.5389;13.6701;13.8031;13.9361;14.0691;14.2021;14.3351;14.4681;14.601;14.734;14.867;15",0.140027,"0;0.05;0.95"
